"질의","응답","카테고리"
"Oracle materialized view refresh가 계속 실패하는데 확인 순서 알려줘","확인 순서
1. dba_mviews.last_refresh_date, staleness 컬럼으로 마지막 갱신 시점 확인
2. refresh 방식이 FAST인데 마스터 테이블에 MV LOG 없으면 실패, dba_registered_mviews 확인
3. 실패 로그는 dba_mvref_stats나 alert log에서 에러 코드 확인
4. FAST 안 되면 COMPLETE로 강제 갱신 (dbms_mview.refresh(..., 'C'))
- 놓치기 쉬운 포인트: 마스터 테이블에 대량 DML 있었는데 MV LOG 퍼지 주기가 안 맞으면 FAST refresh 계속 실패","DBA"
"Data Guard switchover 진행 절차랑 확인할 점","확인 순서
1. primary/standby 양쪽 v$database.switchover_status가 TO STANDBY / TO PRIMARY로 준비됐는지 확인
2. standby에 apply lag(gap) 없는지 v$archived_log로 확인 후 진행
3. primary에서 alter database commit to switchover to standby, standby에서 to primary 순서로 실행
4. 전환 후 listener/tnsnames 애플리케이션 접속 정보 갱신 여부 확인
- 놓치기 쉬운 포인트: apply lag 있는 상태에서 강제로 전환하면 데이터 유실 가능, 반드시 gap 0 확인 후 진행","DBA"
"Oracle SGA/PGA 현재 설정값 확인하는 명령","```sql
SHOW PARAMETER sga_target;
SHOW PARAMETER pga_aggregate_target;
```
- 실제 할당량은 v$sga, v$pgastat으로 상세 확인 가능","DBA"
"특정 유저 세션 자원 제한 걸고 싶은데 PROFILE로 어떻게 해","```sql
CREATE PROFILE batch_limit LIMIT
  SESSIONS_PER_USER 3
  IDLE_TIME 30
  CONNECT_TIME 480;
ALTER USER batch_user PROFILE batch_limit;
```
- resource_limit 파라미터가 TRUE로 켜져 있어야 실제 적용됨","DBA"
"expdp로 특정 스키마만 백업 뜨는 명령","```bash
expdp system/pwd DIRECTORY=dpump_dir DUMPFILE=schema.dmp SCHEMAS=hr LOGFILE=schema.log
```
- DIRECTORY는 사전에 CREATE DIRECTORY로 등록된 오브젝트 이름 써야 함","DBA"
"Tibero SGA 사이즈 확인하는 방법","```sql
SELECT name, value FROM v$parameter WHERE name LIKE '%memory%';
```
- total_shared_pool_size, memory_target 등 관련 파라미터로 확인
- 변경은 tip.ora 수정 후 재기동 필요한 항목이 대부분","DBA"
"Tibero listener 연결이 안 되는데 확인 순서","확인 순서
1. tblistener 프로세스 살아있는지 ps로 확인
2. tbdsn.tbr에 등록된 포트/서비스명이 실제 tip.ora LISTENER_PORT와 일치하는지 확인
3. 방화벽/iptables에서 해당 포트 막혀있는지 확인
4. 리스너 로그(tblistener trace)에서 접속 시도 기록 있는지 확인
- 놓치기 쉬운 포인트: DB는 떠있어도 리스너가 죽어있으면 신규 접속만 안 되고 기존 커넥션은 살아있어서 장애 인지가 늦어짐","DBA"
"Tibero redo log 그룹 추가하는 명령","```sql
ALTER DATABASE ADD LOGFILE GROUP 4 '/tibero/redo04.log' SIZE 500M;
```
- 그룹 번호는 기존과 중복 안 되게, 파일 크기는 기존 그룹과 동일하게 맞추는 게 일반적","DBA"
"Tibero TAC 구성에서 특정 노드가 응답 없을 때 확인 순서","확인 순서
1. 각 노드에서 tbboot 상태, 프로세스(tbsvr) 살아있는지 확인
2. TAC 클러스터 관리 로그(csd, cmd trace)에서 heartbeat 끊긴 시점 확인
3. 공유 스토리지(shared disk) 접근 가능 여부 노드별로 확인
4. 네트워크 인터커넥트 상태 및 이중화 여부 점검
- 놓치기 쉬운 포인트: 한 노드만 재기동해도 되는지, 클러스터 전체 재기동이 필요한 상황인지 먼저 판단해야 함","DBA"
"Tibero tbexport로 특정 유저 백업 뜨는 명령","```bash
tbexport system/tibero owner=scott file=scott.dmp log=scott.log
```
- import는 tbimport로 동일한 옵션 구조 사용","DBA"
"Tibero 테이블 통계 정보 수집하는 명령","```sql
EXEC dbms_stats.gather_table_stats('SCOTT','EMP');
```
- 스키마 전체는 gather_schema_stats로 한 번에 처리 가능","DBA"
"PostgreSQL pg_stat_statements로 느린 쿼리 top10 뽑는 방법","```sql
SELECT query, calls, mean_exec_time, total_exec_time
FROM pg_stat_statements
ORDER BY mean_exec_time DESC
LIMIT 10;
```
- shared_preload_libraries에 pg_stat_statements 등록 후 재기동해야 확장 사용 가능","DBA"
"PostgreSQL 로그에 checkpoints are occurring too frequently 뜨는데 원인이 뭐야","확인 순서
1. 해당 로그는 max_wal_size 대비 WAL 생성량이 많다는 뜻
2. checkpoint_timeout, max_wal_size 현재 설정값 확인
3. 대량 배치 시간대와 로그 발생 시점 겹치는지 확인
4. 필요시 max_wal_size 늘려서 체크포인트 빈도 완화
- 놓치기 쉬운 포인트: 체크포인트 너무 늦추면 장애 시 복구(crash recovery) 시간이 늘어나니 트레이드오프 고려해야 함","DBA"
"PostgreSQL 인덱스 bloat 심한 것 같은데 확인하고 REINDEX 하는 절차","확인 순서
1. pgstattuple 확장 설치 후 인덱스 bloat 비율 확인
2. 또는 pg_relation_size와 예상 크기 비교해서 단편화 추정
3. REINDEX CONCURRENTLY로 서비스 중단 없이 재생성 (구버전은 REINDEX INDEX만 가능, 락 걸림 주의)
4. 정기적으로 bloat 심하면 autovacuum 설정 자체를 재검토
- 놓치기 쉬운 포인트: REINDEX CONCURRENTLY는 실패 시 INVALID 인덱스가 남을 수 있어 완료 후 반드시 상태 확인","DBA"
"파티션 테이블인데 partition pruning이 안 되는 것 같은데 확인 순서","확인 순서
1. EXPLAIN으로 실제 스캔되는 파티션 수 확인 (Plan 안 Partitions scanned)
2. WHERE 조건이 파티션 키 컬럼에 함수나 형변환 걸려있는지 확인 (그러면 pruning 안 됨)
3. enable_partition_pruning 파라미터 켜져 있는지 확인
4. 파티션 키와 조건 컬럼 데이터 타입 일치 여부 확인
- 놓치기 쉬운 포인트: 바인드 파라미터 쓰면 플래닝 타임에 값을 몰라서 런타임 pruning으로 넘어가는데, 이때도 안 되면 PREPARE 캐시 플랜 문제일 수 있음","DBA"
"Patroni 구성에서 failover가 안 되는데 확인 순서","확인 순서
1. patronictl list로 클러스터 상태와 리더 노드 확인
2. etcd/consul 등 DCS(분산합의 스토어) 연결 상태 확인 (여기 문제면 리더 선출 자체가 안 됨)
3. 각 노드 patroni 로그에서 health check 실패 원인 확인
4. failover 안 되면 patronictl failover로 수동 트리거 시도
- 놓치기 쉬운 포인트: DCS 자체가 장애나면 patroni는 안전하게 아무 노드도 리더로 못 올리는 방향으로 동작함, DCS 이중화 상태 우선 점검","DBA"
"PostgreSQL 트랜잭션 ID wraparound 위험 신호 어떻게 확인해","확인 순서
1. SELECT datname, age(datfrozenxid) FROM pg_database ORDER BY 2 DESC; 로 위험도 확인
2. age가 20억(2^31) 근접하면 긴급, autovacuum_freeze_max_age 기본값 대비 확인
3. 오래된 트랜잭션/prepared transaction이 vacuum freeze를 막고 있는지 확인
4. 수동으로 VACUUM FREEZE 실행
- 놓치기 쉬운 포인트: 방치하면 DB가 강제로 read-only 전환되는 최악의 상황까지 갈 수 있음, 모니터링 알람 필수","DBA"
"PostgreSQL shared_buffers 튜닝 기준이 뭐야","- 물리 메모리의 25% 정도가 일반적인 시작값
- 너무 크게 잡으면 OS 캐시랑 중복돼서 비효율, 25~40% 범위에서 워크로드 보며 조정","DBA"
"PostgreSQL logical replication과 physical replication 차이","- physical: WAL 전체를 바이너리로 복제, 클러스터 전체 동일 버전/구조 필요
- logical: 테이블/row 단위 논리적 복제, 다른 버전 간/부분 테이블 복제 가능하지만 DDL 자동 복제 안 됨","DBA"
"PostgreSQL VACUUM FULL이랑 일반 VACUUM 차이가 뭐야","- 일반 VACUUM: dead tuple 공간을 재사용 가능하게 표시만, 테이블 락 거의 안 걸림
- VACUUM FULL: 테이블 통째로 재작성해서 실제 디스크 공간 반환, 그 동안 테이블 exclusive lock 걸림","DBA"
"MySQL 파티션 테이블에서 특정 파티션 삭제할 때 이슈 확인 순서","확인 순서
1. ALTER TABLE ... DROP PARTITION 실행 전 해당 파티션에 걸린 락/실행 중인 트랜잭션 확인
2. 파티션 키와 인덱스 구조가 맞는지 확인 (글로벌 인덱스 없으면 일부 버전에서 제약)
3. 삭제 후 information_schema.partitions로 실제 반영 확인
4. 대용량 파티션이면 락 시간 고려해서 트래픽 적은 시간대 진행
- 놓치기 쉬운 포인트: DROP PARTITION은 즉시 데이터 삭제라 복구 불가, 실행 전 백업 필수","DBA"
"MySQL GTID 기반 복제 설정할 때 필요한 파라미터","```
gtid_mode = ON
enforce_gtid_consistency = ON
log_bin = ON
log_slave_updates = ON
```
- 마스터/슬레이브 양쪽 다 설정 필요, CHANGE MASTER TO 시 MASTER_AUTO_POSITION=1 사용","DBA"
"MySQL 세미싱크 복제에서 커밋이 지연되는데 원인 확인 순서","확인 순서
1. rpl_semi_sync_master_status로 세미싱크 활성 여부 확인
2. rpl_semi_sync_master_wait_for_slave_count, timeout 값 확인 - 슬레이브 응답 늦으면 커밋도 지연됨
3. 슬레이브 네트워크/IO 스레드 지연 여부 SHOW REPLICA STATUS로 확인
4. 슬레이브가 임계치 넘게 늦으면 자동으로 비동기 모드로 전환되는지 rpl_semi_sync_master_timeout 확인
- 놓치기 쉬운 포인트: 세미싱크는 슬레이브 응답 기다리는 구조라 슬레이브 장애 시 마스터 커밋 성능도 같이 떨어짐","DBA"
"MySQL 온라인 DDL 도구 gh-ost는 왜 쓰는 거야","- ALTER TABLE 시 원본 테이블 장시간 락 거는 대신 새 테이블 만들어서 binlog로 변경분 따라잡고 원자적 교체
- 대용량 테이블 스키마 변경할 때 서비스 영향 최소화 목적","DBA"
"MySQL utf8mb4 마이그레이션 하다가 에러나는데 원인 확인 순서","확인 순서
1. 에러 메시지가 ""Specified key was too long""이면 인덱스 컬럼 길이 초과 (utf8mb4는 문자당 4바이트)
2. innodb_large_prefix, innodb_file_format 설정 확인 (구버전 이슈)
3. 컬럼 길이가 varchar(255) 이상인 인덱스는 길이 줄이거나 prefix 인덱스로 변경
4. 변환 전 CONVERT TO CHARACTER SET로 데이터 자체 깨짐 없는지 샘플 확인
- 놓치기 쉬운 포인트: utf8(3바이트)에서 utf8mb4(4바이트)로 바꾸면 기존에 딱 맞던 인덱스가 초과되는 경우 흔함","DBA"
"MySQL 현재 트랜잭션 isolation level 확인하고 바꾸는 명령","```sql
SELECT @@transaction_isolation;
SET SESSION TRANSACTION ISOLATION LEVEL READ COMMITTED;
```
- InnoDB 기본값은 REPEATABLE READ, 데드락/gap lock 이슈 있으면 READ COMMITTED 검토","DBA"
"MySQL innodb_log_file_size가 너무 작아서 발생하는 문제 확인 순서","확인 순서
1. 현재 innodb_log_file_size(또는 8.0.30+는 innodb_redo_log_capacity) 값 확인
2. 로그 파일 작으면 체크포인트가 자주 발생해서 쓰기 성능 저하, 에러 로그에 관련 워닝 확인
3. 변경은 재기동 필요(구버전), 기존 로그 백업 후 안전하게 사이즈 조정
4. 트랜잭션 처리량 대비 로그 크기가 최소 1시간 분량 버퍼되도록 계산
- 놓치기 쉬운 포인트: 로그 파일 사이즈 변경은 즉시 반영 안 되고 절차 따라야 함(구버전), 절차 무시하면 기동 실패","DBA"
"mysqldump랑 xtrabackup 차이가 뭐야","- mysqldump: 논리 백업, 느리지만 이식성 좋고 특정 테이블만 복구 가능
- xtrabackup: 물리 백업, InnoDB 핫백업 가능(락 최소화), 대용량 빠른 복구에 유리","DBA"
"락 경합이랑 데드락 차이가 뭐야","- 락 경합: 한쪽이 락 풀 때까지 다른 쪽이 대기만 하는 상태 (결국 풀리면 진행됨)
- 데드락: 서로가 서로의 락을 기다려서 영원히 안 풀리는 상태, DB가 감지해서 강제로 한쪽 롤백시킴","DBA"
"DB 마이그레이션 리허설 할 때 뭐부터 체크해야 해","확인 순서
1. 원본/대상 DB 버전, 캐릭터셋, 파라미터 차이 사전 비교
2. 데이터 건수/체크섬 비교로 정합성 검증 방법 준비
3. 마이그레이션 소요 시간 실측 (실제 데이터량 기준 리허설)
4. 롤백 시나리오와 트리거 조건 미리 정의
- 놓치기 쉬운 포인트: 애플리케이션 커넥션 문자열, 계정 권한도 리허설 때 같이 확인해야 함, DB만 옮기고 끝나는 경우가 없음","DBA"
"커넥션풀 설정할 때 뭘 고려해야 해","확인 순서
1. DB의 max_connections와 애플리케이션 인스턴스 수 곱한 총 커넥션 수 비교
2. 풀 사이즈를 너무 크게 잡으면 DB 메모리/컨텍스트 스위칭 오버헤드 증가
3. idle timeout, validation query 설정으로 죽은 커넥션 정리 주기 확인
4. 커넥션 누수 감지용 leak detection threshold 설정 여부 확인
- 놓치기 쉬운 포인트: 풀 사이즈는 무조건 크게가 아니라 DB 코어 수 기준으로 적정선 있음, 과다하면 오히려 처리량 떨어짐","DBA"
"DB 모니터링 알람 임계치 잡을 때 기준이 뭐야","- 디스크/테이블스페이스는 사용률 85~90%에서 경고, 95% 이상 긴급
- 슬로우쿼리는 서비스 SLA 기준(보통 1~3초)으로 설정, 무조건 낮게 잡으면 알람 피로도만 증가","DBA"
"이중화 구성 failover 테스트 어떻게 진행해야 해","확인 순서
1. 정기 훈련 주기 정하기 (분기별 권장), 실제 트래픽 낮은 시간대 선정
2. failover 전 replication lag가 0인지 확인 후 진행
3. failover 소요 시간(RTO) 실측하고 기록, 목표 RTO와 비교
4. failover 후 애플리케이션 재연결 정상 여부, 데이터 정합성까지 확인
- 놓치기 쉬운 포인트: failover만 테스트하고 failback(원복) 절차는 안 해보는 경우 많음, 양방향 다 훈련해야 함","DBA"
"슬로우쿼리 리포트 받았는데 제일 먼저 뭐 봐야 해","확인 순서
1. 실행 빈도(calls) 대비 총 소요시간이 큰 쿼리부터 우선순위 매기기 (한 번 느린 것보다 자주 도는 게 더 문제)
2. 해당 쿼리 실행계획 떠서 풀스캔/인덱스 미사용 여부 확인
3. 최근에 데이터량 급증했는지, 통계정보 최신인지 확인
4. 애플리케이션 로직상 N+1 쿼리처럼 반복 호출되는 패턴인지 확인
- 놓치기 쉬운 포인트: 쿼리 자체는 정상인데 커넥션풀/네트워크 대기 시간이 포함돼서 느리게 보이는 경우도 있음, DB 내부 실행시간과 분리해서 봐야 함","DBA"
"새벽에 테이블스페이스 풀 알람 떴는데 급하게 뭐부터 해야 해","확인 순서
1. 디스크 자체 여유 공간 df -h로 먼저 확인 (autoextend 켜져 있어도 디스크 없으면 무용)
2. 여유 있으면 데이터파일 추가 또는 autoextend maxsize 늘려서 즉시 응급 처치
3. 여유 없으면 불필요한 아카이브 로그/오래된 백업 파일부터 정리해서 공간 확보
4. 응급처치 후 원인이 정상적인 데이터 증가인지 특정 배치 폭증인지 다음날 분석
- 놓치기 쉬운 포인트: 급하게 데이터파일 지우거나 옮기면 안 됨, 항상 추가/확장으로 대응하고 삭제는 별도 검토","DBA"
"DB 버전 업그레이드 전에 체크리스트 알려줘","확인 순서
1. 신버전에서 deprecated/제거된 기능이 현재 쓰는 기능과 겹치는지 릴리즈 노트 확인
2. 애플리케이션 드라이버(JDBC 등) 호환 버전 확인
3. 업그레이드 전 풀백업 및 롤백 계획 수립
4. 스테이징 환경에서 실제 쿼리 셋으로 성능 회귀 테스트 (옵티마이저 버전 바뀌면 실행계획 달라질 수 있음)
- 놓치기 쉬운 포인트: 메이저 버전 업그레이드는 통계정보/옵티마이저 동작 자체가 바뀌어서 튜닝했던 쿼리들이 다시 느려지는 경우 많음","DBA"
"대량 insert 배치 돌리는데 갑자기 느려졌어, 확인 순서","확인 순서
1. 인덱스가 많이 걸린 테이블이면 insert마다 인덱스 갱신 비용 확인, 필요시 배치 전 인덱스 drop 후 재생성 검토
2. 커밋 단위 확인 - 한 번에 다 커밋하면 undo/redo 부담 크고, 너무 잦은 커밋도 오버헤드
3. auto-commit 켜진 상태로 반복 insert면 트랜잭션 오버헤드 누적됨
4. 병렬로 여러 세션이 같은 테이블에 insert하면 인덱스 블록 경합(hot block) 발생 여부 확인
- 놓치기 쉬운 포인트: 시퀀스 기반 PK면 캐시 사이즈 작을 때 시퀀스 자체가 경합 지점이 될 수 있음","DBA"
"야간 배치 끝난 후 아침에 DB 응답이 계속 느린데 원인 확인 순서","확인 순서
1. 배치가 남긴 통계정보 미수집 상태인지 확인 (대량 insert/update 후 통계 자동 갱신 전이면 실행계획 왜곡)
2. 배치 트랜잭션이 아직 커밋 안 되고 락을 물고 있는지 확인
3. 버퍼캐시/쿼리캐시가 배치로 인해 밀려나서 콜드 상태인지 확인 (첫 응답들이 디스크 I/O 유발)
4. 백업 작업이 배치 뒤로 겹쳐서 아침 시간대 I/O 경합 중인지 확인
- 놓치기 쉬운 포인트: 배치 끝나고 통계 수집 안 하면 오전 업무 시간 쿼리들이 옛 통계 기준 실행계획으로 도는 게 흔한 원인","DBA"
"트랜잭션 로그(redo/binlog/WAL) 백업 전략 세울 때 기준","- 트랜잭션 로그는 최소 마지막 풀백업 이후부터 전부 보관해야 PITR 가능
- 보관 주기는 RPO 목표와 디스크 용량 트레이드오프로 결정, 원격지 이중 보관 권장","DBA"
"DB 장애 터졌을 때 가장 먼저 해야 하는 것","확인 순서
1. 서비스 영향 범위 파악 (전체 다운인지 특정 기능만인지) 먼저 확인
2. DB 프로세스/인스턴스 살아있는지, 리스너 응답하는지 확인
3. 최근 배포/변경 이력 있는지 확인 (배치, 스키마 변경, 파라미터 변경)
4. 응급 조치(재기동, failover 등) 결정 전에 원인 로그(alert log, 에러 로그) 스냅샷부터 확보
- 놓치기 쉬운 포인트: 급한 마음에 재기동부터 하면 장애 원인 파악할 증거(락 상태, 실행 세션)가 날아감, 가능하면 로그/세션 정보 먼저 캡처","DBA"
"Oracle AWR에서 Top Wait Event가 db file sequential read인데 뭐부터 봐야 해","확인 순서:
1. 어떤 SQL이 이 대기를 주로 유발하는지 AWR SQL ordered by reads 확인
2. 해당 테이블 인덱스 스캔 방식이 적절한지(인덱스 선택도) 확인
3. 물리 디스크 I/O 자체가 느린 건 아닌지(스토리지 레이턴시) 별도 확인
- 포인트: 이 대기는 보통 인덱스 문제이지 스토리지 문제가 아닌 경우가 많음, SQL부터 봐야 함","DBA"
"특정 세션이 CPU를 계속 물고 있는데 어떤 SQL 실행 중인지 확인하려면","```sql
SELECT s.sid, s.serial#, sq.sql_text
FROM v$session s, v$sql sq
WHERE s.sql_id = sq.sql_id AND s.sid = &sid;
```
- v$session의 status='ACTIVE'이고 CPU 사용량 높은 세션만 골라도 됨(v$sesstat + 'CPU used by this session')","DBA"
"Tibero PSM 프로시저 컴파일 에러 날 때 확인 순서 알려줘","확인 순서:
1. tbSQL에서 SHOW ERRORS로 정확한 라인/에러 코드 확인
2. 참조하는 객체(테이블/다른 프로시저)가 유효한 상태인지 확인
3. 권한 문제인지(다른 스키마 객체 참조) 확인
- 놓치기 쉬운 점: 의존 객체가 INVALID면 재컴파일 순서를 맞춰줘야 함","DBA"
"PostgreSQL autovacuum이 특정 테이블에서 계속 안 도는데 원인 확인 순서는","확인 순서:
1. pg_stat_user_tables에서 last_autovacuum, n_dead_tup 확인
2. 해당 테이블에 장시간 트랜잭션이 걸려있는지(오래된 트랜잭션이 vacuum 방해) 확인
```sql
SELECT pid, state, xact_start FROM pg_stat_activity ORDER BY xact_start;
```
3. autovacuum_vacuum_scale_factor 설정이 큰 테이블 기준으로 너무 높게 잡혀있는지 확인
- 포인트: 장시간 열린 트랜잭션 하나가 vacuum 전체를 막는 경우가 흔함","DBA"
"MySQL replica가 master보다 계속 지연되는데 확인 순서 알려줘","확인 순서:
1. SHOW SLAVE STATUS에서 Seconds_Behind_Master 확인
2. 단일 스레드 복제인지(구버전) 확인 - 병렬 복제(MTS) 미적용이면 지연 흔함
3. replica 쪽 디스크 I/O나 대형 트랜잭션 실행 여부 확인
- 놓치기 쉬운 점: master는 멀쩡한데 replica 하드웨어 스펙이 낮아서 못 따라가는 경우도 많음","DBA"
"Oracle에서 ORA-30036 unable to extend segment in undo tablespace 뜨는데 대응 방법","- undo tablespace 여유 공간 부족 또는 autoextend 꺼져 있는 경우
```sql
SELECT tablespace_name, autoextensible FROM dba_data_files WHERE tablespace_name='UNDOTBS1';
```
- 대형 트랜잭션이 undo를 오래 물고 있는 세션 있는지도 함께 확인(장시간 커밋 안 한 배치)
- 포인트: undo_retention 값을 무작정 늘리면 같은 문제가 재발할 수 있음, 근본은 트랜잭션 크기/커밋 주기","DBA"
"DB 서버 디스크 I/O 대기가 심한데 어떤 테이블스페이스가 원인인지 확인하려면","```sql
SELECT file_name, phyrds, phywrts FROM v$filestat f, dba_data_files d
WHERE f.file# = d.file_id ORDER BY phyrds DESC;
```
- OS 레벨에서도 iostat -x 1로 실제 물리 디스크 await 값 같이 확인해야 함
- 포인트: DB 통계만 보면 어떤 파일인지는 알아도 스토리지 자체 병목인지는 OS 지표로 교차 확인 필요","DBA"
"RMAN 백업 중 특정 채널만 skip 됐는데 원인 확인 순서는","확인 순서:
1. rman list backup summary로 실제 완료된 백업셋 확인
2. alert log와 rman 로그에서 해당 채널의 에러 메시지 확인
3. 병렬 채널 수가 스토리지 처리량 대비 과도했는지 확인
- 포인트: skip은 대부분 사전 옵션(skip inaccessible 등)이나 이미 백업된 파일 판단 때문일 수 있어 로그로 이유부터 봐야 함","DBA"
"MySQL InnoDB buffer pool hit ratio가 낮은데 어떻게 확인하고 튜닝해","```sql
SHOW STATUS LIKE 'Innodb_buffer_pool_read%';
```
- (1 - Innodb_buffer_pool_reads / Innodb_buffer_pool_read_requests)로 hit ratio 계산
- 낮으면 innodb_buffer_pool_size가 데이터셋 대비 작은 경우가 흔함, 물리 메모리 여유 보고 증설 검토
- 포인트: 늘리기 전에 불필요한 풀스캔 쿼리부터 없는지 먼저 확인해야 함","DBA"
"PostgreSQL 커넥션 수가 max_connections 근접해서 경고 뜨는데 확인 순서는","확인 순서:
1. pg_stat_activity로 idle in transaction 세션이 많은지 확인
```sql
SELECT count(*), state FROM pg_stat_activity GROUP BY state;
```
2. 애플리케이션 커넥션풀 설정이 실제 필요량보다 과도한지 확인
3. pgbouncer 등 커넥션 풀러 도입 여부 검토
- 포인트: max_connections 늘리는 건 임시방편, idle 세션 정리가 먼저","DBA"
