"질의","응답","카테고리"
"OpenShift에서 F5 같은 외부 L4 LB랑 Route(L7)를 같이 쓰면 SSL은 어디서 끝내는 게 맞아?","- 보통 F5(L4)는 TCP 패스스루만 하고 SSL은 OpenShift Router(L7)에서 종료(edge)하는 구조가 일반적
- F5에서 SSL까지 끝내려면 Router에 평문 전달되니 내부망이라도 보안정책상 reencrypt 권장
- 인증서는 F5에서 종료할지 Router에서 종료할지 한 곳으로 정해서 중복관리 피해야 함","NETWORK+DEVOPS"
"새로 붙인 워커노드가 클러스터 조인은 됐는데 Pod가 다른 노드 Pod랑 통신이 안 돼. 뭐부터 봐?","- 확인 순서
  1. `kubectl get nodes -o wide`로 새 노드 상태/IP 확인
  2. 새 노드에서 다른 노드로 CNI 오버레이 포트(VXLAN 4789/udp, Calico는 179/tcp, IPIP는 4번 프로토콜) 방화벽 오픈 여부 확인
  3. `tcpdump -i eth0 udp port 4789`로 캡슐화 패킷 도달 여부 확인
  4. 노드 간 보안그룹/방화벽 룰에 새 노드 대역이 빠져있는 경우 많음 - IP 대역 추가 여부 체크
- 놓치기 쉬운 포인트: 신규 노드 서브넷이 방화벽 정책에 자동 반영 안 되는 경우 많음","NETWORK+DEVOPS"
"Ingress에서 SSL 핸드셰이크 실패 나는데 인증서는 최신인데 왜 그래?","- 원인 후보
  1. Ingress Secret에 중간 인증서(체인) 누락 - 리프 인증서만 있는 경우
  2. SNI 매칭 실패 - Ingress host와 인증서 CN/SAN 불일치
  3. Ingress controller가 여러 개인데 캐시된 옛 Secret 참조 중
- 확인 순서
```
openssl s_client -connect <host>:443 -servername <host> -showcerts
```
  1. 위 명령으로 체인 전체 나오는지 확인
  2. `kubectl get secret <tls-secret> -o yaml`로 체인 포함 여부 확인
  3. Ingress controller 로그에서 tls handshake error 확인
- 체인 인증서 빠진 게 제일 흔한 원인","NETWORK+DEVOPS"
"LB 헬스체크는 정상인데 실제로는 특정 Pod로 요청 가면 500 떨어져. 원인 어떻게 좁혀?","- 원인 후보
  1. LB 헬스체크 경로와 실제 서비스 경로 불일치
  2. Service의 세션 어피니티(sourceIP) 때문에 특정 Pod로 몰림
  3. readiness는 통과했는데 애플리케이션 초기화 미완료
- 확인 순서
  1. LB 백엔드 풀에서 문제 Pod IP 직접 curl
  2. `kubectl logs <pod>`에서 500 에러 시점 확인
  3. `kubectl get endpoints`로 Service endpoints 확인
  4. LB 세션 어피니티 설정 확인
- 놓치기 쉬운 점: LB 헬스체크 성공 = Pod 정상이 아님, 별개 체크","NETWORK+DEVOPS"
"Calico 쓰는 클러스터인데 Pod 간 통신이 유독 느려. 뭐 확인해야 돼?","- 원인 후보
  1. IPIP 모드로 캡슐화 오버헤드 발생 (MTU 문제 포함)
  2. BGP 피어링 이상으로 일부 라우팅이 우회
  3. 방화벽/보안장비가 캡슐화된 패킷 검사하면서 지연
- 확인 순서
  1. `calicoctl node status`로 BGP 피어 상태 확인
  2. `ip link show`로 MTU 확인 - 오버레이는 기본 MTU에서 오버헤드 빼야 함
  3. `tcpdump`로 재전송(retransmission) 발생 여부 확인
  4. 같은 L2 대역이면 native routing 모드로 전환 검토
- 놓치기 쉬운 포인트: MTU 안 맞으면 fragmentation으로 조용히 느려짐, 에러 로그 안 남을 수 있음","NETWORK+DEVOPS"
"이미지 pull이 특정 노드에서만 timeout 나. 컨테이너 레지스트리는 사내망인데?","- 원인 후보
  1. 해당 노드만 방화벽 정책에서 레지스트리 대역 빠짐
  2. 노드의 DNS resolver가 달라서 레지스트리 도메인이 다른 IP로 resolve
  3. registry 앞 LB의 세션 유지 정책 문제로 특정 백엔드만 응답 없음
- 확인 순서
```
crictl pull <image>
curl -v https://<registry>:443/v2/
dig <registry-domain>
```
  1. 해당 노드에서 위 명령 직접 실행
  2. 정상 노드와 방화벽 정책/DNS 설정 diff
  3. registry LB 백엔드 상태 확인
- 노드별로 방화벽 정책이 다르게 적용된 경우가 실무에서 자주 있음 (오토스케일 노드 추가 시 룰 누락)","NETWORK+DEVOPS"
"Jenkins 파이프라인에서 외부 API 호출하는 스텝이 timeout 나. 어제까진 됐는데?","- 원인 후보
  1. 방화벽 정책 변경/세션 타임아웃 값 축소
  2. Jenkins agent Pod가 새 노드에 스케줄링되면서 그 노드는 방화벽 룰 미적용
  3. DNS 캐시 문제로 API 도메인이 옛 IP로 고정
- 확인 순서
  1. `kubectl get pod -o wide`로 이번 빌드 agent Pod가 뜬 노드 확인
  2. 해당 노드에서 직접 `curl -v <api-endpoint>`
  3. 방화벽 로그에서 해당 시간대 DROP 여부 확인
  4. 어제 이후 방화벽/네트워크 변경 내역(체인지 로그) 확인
- 놓치기 쉬운 점: Jenkins agent가 매번 다른 노드에 뜨는 구조면 노드별 방화벽 정책 불일치가 간헐적 실패로 나타남","NETWORK+DEVOPS"
"GitLab CI runner가 K8s executor로 도는데 사설 레지스트리 이미지 pull할 때만 실패해.","- 원인 후보
  1. runner Pod의 NetworkPolicy egress 룰에 레지스트리 대역 미포함
  2. 사설 CA 인증서 미배포로 TLS 검증 실패
  3. imagePullSecrets 문제
- 확인 순서
```
kubectl describe pod <runner-pod>
kubectl get networkpolicy -n <runner-ns>
```
  1. Pod Events에서 ImagePullBackOff 상세 원인 확인
  2. NetworkPolicy egress에 레지스트리 IP/포트 허용 여부
  3. 방화벽에서도 별도로 해당 트래픽 막고 있는지 확인 (NetworkPolicy 통과해도 방화벽에서 또 막힘)
- NetworkPolicy랑 외부 방화벽 이중 체크해야 하는 게 흔한 실수 포인트","NETWORK+DEVOPS"
"Prometheus가 특정 네임스페이스 타겟만 스크레이프 실패로 뜸. down 상태인데 Pod는 떠 있어.","- 원인 후보
  1. 해당 네임스페이스에 NetworkPolicy 적용돼서 monitoring 네임스페이스에서 오는 트래픽 차단
  2. 방화벽/보안정책상 metrics 포트(9090, 9100 등) 막힘
  3. ServiceMonitor의 포트/경로 설정 오류
- 확인 순서
  1. `kubectl get networkpolicy -n <target-ns>` 확인, ingress 룰에 monitoring 네임스페이스 허용 있는지
  2. Prometheus targets 페이지에서 에러 메시지 확인(connection refused vs timeout)
  3. monitoring 네임스페이스 Pod에서 직접 `curl <target-pod-ip>:9100/metrics` 테스트
- connection refused는 앱 문제, timeout은 네트워크/방화벽 문제로 구분하는 게 첫 단서","NETWORK+DEVOPS"
"ELK로 로그 모으는데 로그가 LB 뒤에 있는 앱 서버들 것만 누락돼.","- 원인 후보
  1. LB가 소스IP를 NAT해서 로그 포워딩 트래픽이 방화벽 허용 대역에서 벗어남
  2. logstash 앞단 방화벽에서 beats 포트(5044) 특정 대역만 허용
  3. filebeat 설정에서 대상 대역 필터링 오류
- 확인 순서
  1. `tcpdump -i any port 5044`로 logstash 서버에서 수신 여부 확인
  2. LB 뒤 앱 서버 소스 IP/대역이 방화벽 허용 목록에 있는지 확인
  3. filebeat 자체 로그에서 전송 실패(connection refused/timeout) 확인
- LB 도입 후 소스 IP 대역이 바뀌는데 방화벽 룰은 안 바뀐 채로 두는 경우가 원인 1순위","NETWORK+DEVOPS"
"Helm으로 Ingress+cert-manager 배포했는데 인증서 갱신은 됐다는데 브라우저에서 계속 옛 인증서 떠.","- 원인 후보
  1. Ingress controller가 Secret 변경을 감지 못해 reload 안 됨
  2. Ingress controller 앞 L4 LB가 커넥션을 오래 유지(keepalive)해서 옛 TLS 세션 재사용
  3. 클라이언트/중간 캐시(CDN)가 옛 인증서 캐싱
- 확인 순서
```
kubectl get secret <tls-secret> -o jsonpath='{.data.tls\.crt}' | base64 -d | openssl x509 -noout -dates
```
  1. 위 명령으로 Secret 자체는 갱신됐는지 확인
  2. Ingress controller Pod 재시작 후 재확인 (임시 조치)
  3. LB의 connection idle timeout/keepalive 설정 확인
- cert-manager는 Secret만 갱신하고 리로드는 컨트롤러 책임이라는 점을 놓치기 쉬움","NETWORK+DEVOPS"
"NodePort 서비스 앞에 L4 LB 붙였는데 특정 시간대에만 커넥션이 끊겨.","- 원인 후보
  1. 방화벽 세션 테이블 타임아웃과 LB idle timeout 불일치 (LB는 유지하는데 방화벽이 먼저 끊음)
  2. kube-proxy conntrack 테이블 타임아웃/오버플로우
  3. 특정 시간대 트래픽 급증으로 방화벽 세션 테이블 풀
- 확인 순서
  1. 방화벽 세션 타임아웃 값 vs LB idle timeout 값 vs 클라이언트 keepalive 값 비교
  2. `conntrack -L | wc -l`로 테이블 사용량 확인, `sysctl net.netfilter.nf_conntrack_max` 확인
  3. 끊기는 시간대와 트래픽 피크 시간대 겹치는지 로그 비교
- 세 지점(방화벽/LB/conntrack)의 타임아웃 값을 맞춰야 근본 해결","NETWORK+DEVOPS"
"NetworkPolicy로 egress 다 막아놨는데도 외부 방화벽에서 해당 Pod 트래픽이 계속 로그에 잡혀.","- 원인 후보
  1. NetworkPolicy가 CNI에서 실제로 적용 안 되고 있음 (Flannel 등 미지원 CNI)
  2. hostNetwork Pod라서 NetworkPolicy 적용 대상 자체가 아님
  3. NetworkPolicy는 적용됐지만 DNS(53) 같은 예외 룰로 다른 트래픽까지 새어나감
- 확인 순서
  1. `kubectl get pods -n kube-system`에서 CNI 종류 확인
  2. 문제 Pod가 hostNetwork: true인지 spec 확인
  3. `kubectl describe networkpolicy`로 실제 selector가 대상 Pod에 매칭되는지 확인
- NetworkPolicy는 클러스터 내부 정책이고 외부 방화벽은 별도 계층이라 둘 다 걸어야 완전 차단, 한쪽만 설정하는 경우가 흔함","NETWORK+DEVOPS"
"VPN으로 연결된 두 클러스터 간 서비스 디스커버리가 간헐적으로 실패해. 같은 서비스 이름인데 어떨 땐 되고 어떨 땐 안 돼.","- 원인 후보
  1. VPN 터널 재협상(rekey) 시점에 순간적으로 패킷 드랍되면서 DNS 쿼리(UDP 53) 유실
  2. 양쪽 클러스터 CoreDNS 간 forward 설정이 VPN 대역 라우팅과 안 맞음
  3. VPN 장비의 MTU가 낮아 큰 DNS 응답 패킷이 드랍
- 확인 순서
  1. VPN 터널 상태/재협상 로그 확인, rekey 주기와 실패 시점 대조
  2. 양쪽 CoreDNS 로그에서 SERVFAIL/timeout 빈도 확인
  3. `dig +tcp`로 강제 TCP 질의해서 UDP 단편화 문제인지 구분
  4. VPN 인터페이스 MTU 확인 후 필요시 clamp 설정
- UDP DNS는 재시도가 짧아서 VPN 지연/드랍에 특히 취약하다는 점이 놓치기 쉬운 포인트","NETWORK+DEVOPS"
