"질의","응답","카테고리"
"etcd 클러스터가 갑자기 리더 선출을 반복하면서 불안정해. 네트워크는 문제없대.","- 노드 간 시간 동기화 깨진 경우 흔함
- 확인
```
chronyc tracking
timedatectl status
```
- offset 크면 etcd 하트비트/election timeout 계산이 틀어져서 리더가 계속 바뀜
- 인증서 만료 문제도 같이 봐야 함, 시간 틀어지면 cert not yet valid 에러도 같이 남
```
openssl x509 -in /etc/kubernetes/pki/etcd/server.crt -noout -dates
```
- 확인 순서: chronyd 서비스 상태 → NTP 서버 도달 가능 여부 → 각 노드 offset 재확인","OS+DEVOPS"
"Windows Server 컨테이너 이미지 pull 했는데 no matching manifest 에러 나. 왜 이래?","- Windows 컨테이너는 호스트 OS 커널 빌드 버전과 이미지 베이스 버전 일치 필요(Linux처럼 커널 공유 방식 아님)
- 확인
```
[System.Environment]::OSVersion
docker version
```
- 호스트가 2019(1809)인데 이미지가 2022(ltsc2022) 베이스면 그냥 못 뜸
- 해결은 호스트 OS 버전에 맞는 태그로 이미지 다시 받거나 Hyper-V isolation(--isolation=hyperv)으로 실행","OS+DEVOPS"
"AIX 서버에 도커 설치해서 컨테이너로 운영하자는 얘기 나왔는데 되는 거야?","- 안 됨, 도커/containerd는 Linux 네임스페이스·cgroup 기반이라 AIX 커널에서 못 돌아감
- AIX는 WPAR(Workload Partition)라는 자체 경량 가상화가 있지만 OCI 컨테이너 런타임과 호환 안 됨
- 컨테이너 전환하려면 워크로드를 RHEL/Linux로 옮기는 게 전제조건","OS+DEVOPS"
"도커 컨테이너 생성이 no space left on device로 실패하는데 df -h로는 공간 넉넉해.","- devicemapper storage driver 쓰면 LVM thin pool 별도 용량 관리됨, 루트 파티션 용량과 무관
- 확인
```
lvs
docker info | grep -A10 'Storage Driver'
```
- Data Space Used가 Data Space Total에 근접하면 thin pool 자체가 찬 것
- 확장
```
lvextend -L +50G /dev/docker-vg/thinpool
```
- 근본적으로는 overlay2로 마이그레이션 권장, devicemapper는 RHEL7 이후 지원 종료 추세","OS+DEVOPS"
"Helm으로 배포한 앱이 hostPath 볼륨에 파일 쓰기를 못 해. 디렉토리 권한은 777로 줬는데.","- SELinux context 문제일 가능성 큼, 777 줘도 컨텍스트 안 맞으면 막힘
- 확인
```
ls -Z /data/app
ausearch -m avc -ts recent
```
- 라벨이 default_t 등으로 되어 있으면 컨테이너 프로세스(svirt_lxc_file_t)가 접근 못 함
- 해결
```
chcon -Rt svirt_sandbox_file_t /data/app
```
또는 semanage fcontext로 영구 등록
- Helm values에서 volume mount할 때 securityContext.seLinuxOptions로 맞춰주는 방법도 있음","OS+DEVOPS"
"RHEL 커널 패치하고 재부팅했더니 도커 데몬이 안 떠. 패치 전엔 멀쩡했어.","- 새 커널에 overlay 모듈이 자동 로드 안 되거나 커널 버전이 도커 지원 범위 벗어난 경우
- 확인 순서
1.
```
uname -r
lsmod | grep overlay
journalctl -u docker -n 50
```
2. overlay 관련 에러면
```
modprobe overlay
```
후 도커 재시작
3. 안 되면 grub에서 이전 커널로 부팅해서 임시 복구
- 패치 적용 전에 스테이징에서 커널-도커 호환성 확인하는 절차가 빠졌던 게 근본 원인","OS+DEVOPS"
"도커 데몬이 서버 재부팅할 때마다 자동으로 안 떠. systemd로 어떻게 관리해?","- enable 안 돼 있으면 재부팅해도 안 뜸
```
systemctl enable docker
systemctl is-enabled docker
```
- 죽었을 때 자동 재시작하려면 unit 파일에 Restart 옵션
```
[Service]
Restart=on-failure
RestartSec=5s
```
- daemon.json 수정 후엔 꼭
```
systemctl daemon-reload
systemctl restart docker
```
순서 지켜야 반영됨","OS+DEVOPS"
"GitLab Runner가 도커 소켓 마운트 방식(DooD)으로 도는데 permission denied로 도커 명령 실패해.","- runner 프로세스 계정이 docker 그룹에 없는 경우
- 확인
```
groups gitlab-runner
ls -l /var/run/docker.sock
```
- 소켓 owner가 root:docker인데 gitlab-runner가 docker 그룹 아니면 막힘
```
usermod -aG docker gitlab-runner
systemctl restart gitlab-runner
```
- 컨테이너로 러너 띄운 경우엔 -v /var/run/docker.sock:/var/run/docker.sock 마운트하면서 컨테이너 내부에도 동일 gid로 그룹 맞춰줘야 함
- 놓치기 쉬운 포인트: usermod 후 세션/서비스 재시작 안 하면 그룹 변경 반영 안 됨","OS+DEVOPS"
"k8s에서 CPU manager static policy 쓰려는데 NUMA/hugepage랑 무슨 관계가 있는 거야?","- static policy는 Guaranteed 파드에 전용 코어(exclusive CPU)를 배정하는데, 이때 NUMA 노드 걸쳐서 배정되면 메모리 접근 지연 생김
- 호스트에서 NUMA 토폴로지 확인
```
numactl --hardware
lscpu | grep NUMA
```
- hugepage는 별도 커널 파라미터로 사전 예약 필요
```
sysctl -w vm.nr_hugepages=1024
```
- k8s가 hugepage를 리소스로 스케줄링하려면 노드에 미리 페이지 확보돼 있어야 하고, 파드 spec에 resources.limits에 hugepages-2Mi 명시해야 함","OS+DEVOPS"
"Prometheus node-exporter 파드에 hostPID, hostNetwork 왜 필요한 거야? 보안팀이 문제 삼아.","- 호스트 커널 레벨 메트릭(프로세스 상태, 네트워크 인터페이스 통계)은 컨테이너 네임스페이스 안에서는 못 봄
- hostPID 없으면 호스트 전체 프로세스 수/상태 못 읽고, hostNetwork 없으면 호스트 NIC 트래픽 카운터 못 읽음
- 보안팀 대응은 필요한 것만 최소로: hostPID 대신 /proc를 hostPath로 마운트하는 방식으로 대체 가능한 메트릭도 있음
- PodSecurityPolicy/PSA 쓰면 privileged 네임스페이스만 예외 허용하고 나머지 워크로드는 restricted 유지하는 식으로 분리","OS+DEVOPS"
"메모리 여유 있는데 노드가 swap out을 계속 해. kubelet 쪽에서 뭔가 막아야 되지 않아?","- vm.swappiness 값이 높으면 여유 메모리 있어도 커널이 적극적으로 swap
- 확인
```
cat /proc/sys/vm/swappiness
free -m
```
- k8s는 원래 스왑 켜진 노드를 지원 안 해서 kubelet이 --fail-swap-on=true면 swap 켜진 노드에서 kubelet 자체가 안 뜸
- 확인 순서
1. swapon --show로 스왑 활성 여부 확인
2. 꺼야 하면
```
swapoff -a
```
/etc/fstab에서 스왑 항목도 주석 처리
- 놓치기 쉬운 포인트: swapoff -a는 재부팅하면 fstab 살아있으면 다시 켜짐","OS+DEVOPS"
"이미지 pull이 no space left on device로 실패하는데 컨테이너는 몇 개 안 떠 있어.","- /var 파티션이 별도 LVM 볼륨인 경우 루트랑 별개로 꽉 찬 것일 수 있음
- 확인
```
df -h /var/lib/docker
lvs
vgs
```
- VG에 여유공간 있으면
```
lvextend -L +30G /dev/vg_data/lv_var
xfs_growfs /dev/vg_data/lv_var
```
- VG 자체가 꽉 찼으면 물리 볼륨(PV) 추가 필요
```
pvcreate /dev/sdb1
vgextend vg_data /dev/sdb1
```
- 이미지 레이어 정리(docker image prune -a)는 임시방편, 근본은 스토리지 용량 설계 문제","OS+DEVOPS"
