"질의","응답","카테고리"
"K8s HPA로 DB Pod도 오토스케일링 시킬 수 있어?","- StatefulSet은 HPA로 replica 늘려도 각 인스턴스가 독립 데이터라 자동 샤딩/로드밸런싱 안 됨
- read replica 구조면 개수는 늘릴 수 있어도 앱이 read/write 분리 라우팅을 직접 해줘야 함
- DB 스케일링은 HPA 대상이 아니라 수직 확장이나 샤딩 전략으로 접근하는 게 정석","DBA+DEVOPS"
"DB Pod가 livenessProbe 때문에 계속 재시작되는데 뭘 봐야해?","확인 순서
1. kubectl describe pod로 probe 실패 사유(timeout/connection refused) 확인
2. initialDelaySeconds가 DB 기동시간(리커버리 포함)보다 짧은지 확인
3. probe가 TCP인지 실제 쿼리(pg_isready, mysqladmin ping)인지 확인
4. 비정상 종료 후 재기동이라 checkpoint/recovery 오래 걸리는 상황인지 로그 확인
- 놓치기 쉬운 포인트: readiness와 liveness probe 값을 다르게 잡아야 함, 둘 다 짧게 잡으면 recovery 중 강제 재시작 걸림","DBA+DEVOPS"
"Helm에서 DB 비밀번호를 values.yaml에 평문으로 안 넣고 관리하려면?","- 외부 Secret을 먼저 만들고 existingSecret 옵션으로 참조
```
auth:
  existingSecret: postgres-credentials
  secretKeys:
    adminPasswordKey: password
```
- 실제 값은 Sealed Secrets나 External Secrets Operator로 볼트/파라미터스토어 연동해서 관리","DBA+DEVOPS"
"DB StatefulSet Pod가 Pending 상태에서 안 뜨는데 PV 마운트 문제인지 어떻게 확인해?","확인 순서
1. kubectl describe pod에서 FailedScheduling/FailedMount 이벤트 확인
2. PVC 상태가 Bound인지 Pending인지 확인
3. StorageClass volumeBindingMode가 WaitForFirstConsumer면 노드 스케줄링과 연계되는지 확인
4. 멀티 AZ 클러스터에서 해당 zone에 PV가 붙을 수 있는지 확인
- 놓치기 쉬운 포인트: 이전 Pod가 볼륨을 아직 detach 못했으면 multi-attach error로 새 Pod가 오래 대기함","DBA+DEVOPS"
"Jenkins로 매일 새벽 DB 백업 자동화하려면?","- cron 트리거로 pipeline 스케줄링
```
triggers { cron('0 3 * * *') }
```
- pg_dump/mysqldump 실행 후 결과를 오브젝트 스토리지(S3 등)로 업로드하는 stage 추가
- 백업파일 정합성 체크(gzip -t 등)와 성공/실패 알림 stage도 반드시 포함","DBA+DEVOPS"
"K8s 노드 장애로 DB StatefulSet Pod가 다른 노드로 재배치됐는데 데이터 정합성 어떻게 확인해?","확인 순서
1. PVC가 원래 볼륨 그대로 재부착됐는지 attach/detach 로그 확인
2. DB 기동 로그에서 crash recovery/redo 적용 여부 확인
3. replication 구성이면 다른 replica와 체크섬/row count 비교
4. 강제 종료였으면 WAL/redo log 손상 가능성 점검
- 놓치기 쉬운 포인트: 로컬 스토리지 기반 PV는 노드/zone에 고정돼 재배치 자체가 실패할 수 있음, PVC affinity부터 다시 확인","DBA+DEVOPS"
"Docker로 PostgreSQL 이미지 빌드할 때 초기화 스크립트 최적화하려면?","- docker-entrypoint-initdb.d에 넣은 sql/sh는 최초 기동시 1회만 실행됨
- 확장 설치 등은 빌드 타임에, 런타임 설정은 환경변수로 분리해서 레이어 캐싱 활용
- 대용량 초기 데이터는 이미지에 박지 말고 볼륨/백업 복원 방식으로 분리해야 이미지 사이즈·빌드 시간이 줄어듦","DBA+DEVOPS"
"Replication lag이 갑자기 커졌는데 K8s CPU throttling이 원인일 수 있어?","확인 순서
1. cAdvisor의 container_cpu_cfs_throttled_seconds_total 지표 확인
2. resources.limits.cpu 값과 실제 사용량 비교
3. SHOW SLAVE STATUS의 Seconds_Behind_Master 증가 시점과 throttle 시점 매핑
4. 노드 자체 과부하(다른 Pod와 CPU 경쟁)인지 확인
- limit을 너무 타이트하게 잡으면 CFS quota로 주기적 throttle 걸려 relay log apply가 밀림, requests=limits로 맞추거나 여유를 두는 게 나음","DBA+DEVOPS"
"GitLab CI로 인덱스 추가 마이그레이션을 무중단으로 배포하려면 어떻게 짜?","- 온라인 인덱스 생성(PG는 CREATE INDEX CONCURRENTLY, MySQL은 pt-online-schema-change) 사용
```
migrate:
  script:
    - psql -c ""CREATE INDEX CONCURRENTLY idx_x ON tbl(col);""
```
- lock 타임아웃을 짧게 걸어 실패시 즉시 중단되게 구성
- 마이그레이션 stage를 앱 배포 stage와 분리해서 성공 확인 후 롤아웃 진행","DBA+DEVOPS"
"OpenShift에서 Oracle DB 컨테이너가 SCC 때문에 기동을 못하는데 뭘 봐야해?","확인 순서
1. oc describe pod로 permission denied(/opt/oracle 등) 에러 확인
2. 기본 restricted SCC는 임의 UID로 실행되는데 이미지가 특정 UID/GID를 요구하는지 확인
3. SecurityContext의 fsGroup/runAsUser를 이미지 요구사항에 맞게 지정
4. 필요시 anyuid 계열 SCC를 서비스어카운트에 부여
- 놓치기 쉬운 포인트: anyuid 허용은 보안팀 협의가 필요한 정책 사항이라 임의로 풀면 안 됨","DBA+DEVOPS"
"Helm으로 배포한 DB를 이전 버전으로 rollback했는데 스키마 마이그레이션이 안 맞아서 앱이 깨지는데?","- helm rollback은 리소스 스펙만 이전 상태로 되돌리고 DB 데이터/스키마는 그대로 유지됨
- 마이그레이션 down/rollback 스크립트를 별도로 관리해서 앱 버전 rollback과 짝을 맞춰 실행해야 함
- 놓치기 쉬운 포인트: Flyway는 기본적으로 downgrade 미지원이라 별도 undo 스크립트나 스냅샷 복원 전략을 사전에 준비해둬야 함","DBA+DEVOPS"
"K8s에서 DB 아카이브 로그(WAL)를 별도 PVC로 분리해서 관리하려면?","- 데이터 디스크와 별도 PVC로 archive/WAL 디렉토리 마운트
```
volumeMounts:
  - name: data
    mountPath: /var/lib/postgresql/data
  - name: wal-archive
    mountPath: /var/lib/postgresql/wal_archive
```
- archive_command를 wal_archive 경로로 지정, 용량은 백업 주기 감안해 데이터보다 넉넉하게
- 아카이브 볼륨이 꽉 차면 WAL을 못 지워서 DB가 멈추는 경우 있음, kubelet_volume_stats_available_bytes로 용량 알림 필수","DBA+DEVOPS"
