"질의","응답","카테고리"
"JEUS 클러스터에서 세션 replication이 간헐적으로 안 돼. 네트워크 쪽 뭘 봐야 해?","확인 순서:
1. JEUS 세션 replication이 멀티캐스트 방식이면 스위치/방화벽에서 멀티캐스트 차단 여부 확인
2. 노드간 replication 포트가 방화벽 정책에 열려있는지 확인
3. L2 스위치 IGMP snooping 설정으로 멀티캐스트 패킷이 드랍되는 경우 있음
4. 패킷 왕복 확인
```
tcpdump -i any udp port <replication_port>
```
- 놓치기 쉬운 점: 유니캐스트 방식으로 바꾼 최근 버전이면 방화벽에 노드간 TCP 포트를 전부 열어야 함","MIDDLEWARE+NETWORK"
"GC 풀스탑 터질 때마다 LB에서 해당 WAS가 헬스체크 실패로 빠져. 어떻게 접근해?","확인 순서:
1. GC 로그에서 STW(Stop-The-World) 시간 확인, 헬스체크 주기/타임아웃보다 긴지 비교
2. LB 헬스체크 실패 임계치(연속 실패 횟수)와 GC 주기가 겹치는지 확인
3. GC 튜닝(G1GC 등)으로 STW 시간 줄이기, 또는 LB 헬스체크 타임아웃/재시도 값을 늘려서 완화
4. 근본 대책은 GC 튜닝이고 LB 설정 조정은 임시 완화책
- 놓치기 쉬운 점: 헬스체크 실패로 LB가 서버를 빼는 순간 나머지 서버에 트래픽 몰려 2차 장애로 번질 수 있음","MIDDLEWARE+NETWORK"
"Apache mod_jk로 Tomcat 연동하는데 AJP 포트를 방화벽에서 막아야 하는지 열어야 하는지?","- AJP는 내부망 전용 프로토콜(Apache-Tomcat 간), 외부에서 접근 불가하게 방화벽으로 반드시 차단
- Apache와 Tomcat이 다른 서버면 그 사이 구간만 허용, 외부/DMZ 구간에서는 차단
- AJP 포트(기본 8009)가 외부 노출되면 Ghostcat 등 취약점 위험
- 체크: 방화벽 정책에 8009가 특정 Apache 서버 IP에서만 오도록 제한되어 있는지 확인","MIDDLEWARE+NETWORK"
"VPN 구간 지나는 WAS 트래픽에서 큰 요청만 타임아웃 나. 뭐가 문제일까?","확인 순서:
1. VPN 터널 MTU 확인, 일반 MTU(1500)보다 오버헤드로 실제 payload가 작아짐
2. Path MTU Discovery가 차단되면(ICMP 막힘) fragmentation이 필요한데 못해서 패킷 드랍
3. 큰 패킷에서 재전송/드랍 확인
```
tcpdump -i any host <peer_ip> and greater 1400
```
4. WAS 쪽 큰 응답(파일 다운로드 등)의 청크 사이즈와 MTU 비교
- 조치: VPN 터널 MTU를 낮추거나 TCP MSS clamping 설정
```
iptables -t mangle -A FORWARD -p tcp --tcp-flags SYN,RST SYN -j TCPMSS --clamp-mss-to-pmtu
```","MIDDLEWARE+NETWORK"
"DNS TTL 낮췄는데도 WAS 서버 IP 바꾼 후 간헐적으로 502가 떠. 원인은?","확인 순서:
1. 클라이언트/앞단 DNS 캐시가 TTL 무시하고 오래 캐싱하는 경우 있음(브라우저, 일부 리졸버)
2. LB VIP 뒤에 WAS를 두면 클라이언트는 DNS와 무관하니, 문제는 LB의 백엔드 서버 등록(멤버) 갱신 여부
3. LB backend pool에 IP가 하드코딩 되어있으면 IP 변경 시 pool 설정도 같이 바꿔야 함
4. 실제 응답 IP/TTL 확인
```
dig <domain> +ttl
```
- 놓치기 쉬운 점: DNS TTL은 LB 뒤 구조에서는 문제의 본질이 아닌 경우가 많음, LB pool 멤버 갱신을 먼저 확인","MIDDLEWARE+NETWORK"
"WAS 스레드덤프 보니까 스레드들이 소켓 read에서 계속 WAITING이야. 네트워크 쪽에서 뭘 확인해야 해?","확인 순서:
1. 스레드덤프에서 socketRead0 등 블로킹 지점, 대상 IP/포트(DB, 외부 API 등) 확인
2. 해당 목적지까지 방화벽/L3 라우팅 정상인지 확인
3. 해당 목적지향 패킷이 나가는지, 응답(ACK/RST)이 오는지 확인
```
tcpdump -i any host <target_ip> and port <target_port>
```
4. 방화벽에서 idle 커넥션을 세션테이블에서 삭제했는데 WAS는 계속 대기하는 경우(방화벽 timeout << WAS timeout) 흔함
- 놓치기 쉬운 점: 방화벽이 조용히 drop하면 WAS는 타임아웃까지 계속 기다려서 원인 파악이 늦어짐","MIDDLEWARE+NETWORK"
"DB 커넥션풀에서 커넥션 릭처럼 보이는데 실제론 방화벽이 죽이는 거 같아. 구분하는 법?","확인 순서:
1. WAS 커넥션풀 모니터링에서 active/idle 커넥션 수 추이 확인, 릭이면 계속 증가만 함
2. 방화벽 idle timeout이 원인이면 커넥션이 끊긴 채로 풀에 남아 다음 사용 시 에러(Broken pipe, Connection reset) 발생
3. RST 패킷 발신지가 방화벽/중간 장비인지 DB서버인지 확인
```
tcpdump -i any host <db_ip> and tcp[tcpflags] & tcp-rst != 0
```
4. 커넥션풀에 validationQuery + testWhileIdle 켜서 재현되는지 확인
- 구분 포인트: 순수 릭은 release 안 해서 개수만 계속 늘고, 방화벽 문제는 사용 시점에 에러가 터짐","MIDDLEWARE+NETWORK"
"L4 LB는 라운드로빈인데 WAS는 세션 어피니티가 필요한 구조야. 이거 그냥 둬도 돼?","- 세션 어피니티(sticky) 없이 라운드로빈만 쓰면 요청마다 다른 WAS로 분산되어 세션 유지 못하는 애플리케이션이면 로그인 풀림 등 문제 발생
- WAS 세션 클러스터링(전체 노드 세션 공유)이 되어있으면 라운드로빈도 무방
- 클러스터링이 없으면 LB에서 sticky(source IP hash 또는 cookie 기반) 필수
- 체크: 애플리케이션이 세션에 상태를 들고 있는지, 세션 클러스터링 여부부터 확인 후 LB 정책 결정","MIDDLEWARE+NETWORK"
"LB에 인증서 갱신했는데 WAS keystore는 그대로 둬도 되나?","- LB termination 구조면 WAS는 SSL에 관여 안 하니 WAS keystore 갱신 불필요
- LB-WAS 구간도 SSL(재암호화)을 쓰는 구조면 WAS keystore도 별도로 갱신 필요, LB 인증서와 별개 관리
- 흔한 실수: LB 인증서만 갱신하고 내부 재암호화용 WAS 인증서는 만료 방치해서 내부 handshake 실패
- 확인:
```
openssl x509 -in <cert> -noout -dates
```
양쪽 다 만료일 체크","MIDDLEWARE+NETWORK"
"nginx worker_connections를 늘렸는데 LB에서 max concurrent connection 제한 걸려서 그런지 처리량이 안 늘어. 뭘 맞춰야 해?","- LB의 backend/pool member당 max connection 설정이 nginx worker_connections보다 작으면 LB에서 먼저 막힘
- 순서: LB pool member connection limit ≥ nginx worker_connections(worker_processes 곱한 값) 확인
- LB에서 초과 요청은 대기열(queue) 처리인지 즉시 거절(503) 처리인지 방식 확인
- 놓치기 쉬운 점: nginx만 튜닝하고 LB 제한을 안 맞추면 튜닝 효과가 없음, LB 로그/카운터에서 거절 건수부터 확인","MIDDLEWARE+NETWORK"
"블루그린 배포에서 LB 스위치 하는 순간 일부 세션이 다 날아가. 대책은?","확인 및 대책:
1. 스위치 전에 기존(blue) 세션을 새(green)로 마이그레이션할 방법이 없으면 세션 끊김은 구조적으로 발생
2. WAS 세션을 외부 저장소(Redis 등)로 분리(session externalization)하면 어느 서버가 받아도 세션 유지 가능
3. LB에서 즉시 전환 대신 weighted routing으로 점진 전환 + blue 쪽 connection draining
4. 세션 클러스터링을 blue/green 공통으로 걸 수 없으면 외부 세션 저장소가 근본 해법
- 놓치기 쉬운 점: 완전 무중단 원하면 WAS 세션을 stateless화(외부 저장소)하는 게 LB 설정보다 더 중요","MIDDLEWARE+NETWORK"
"LB 헬스체크는 200 정상인데 실제 서비스는 DB 연결 안 돼서 에러나. 헬스체크 어떻게 고쳐야 해?","- 단순 TCP/포트 체크나 정적 페이지 체크면 WAS 프로세스만 살아있어도 200 나옴, 의미 없는 체크
- 헬스체크 URL을 DB 커넥션까지 확인하는 deep health check(예: /health가 DB ping 포함)로 변경
- 네트워크 구간(WAS-DB 사이 방화벽 정책)이 막힌 상황도 deep check로 잡힘
- 주의: deep check는 DB 부하를 유발할 수 있으니 체크 주기/캐싱을 고려해야 함","MIDDLEWARE+NETWORK"
"LB에서 TLS 1.2만 허용하도록 막았는데 특정 레거시 클라이언트가 WAS 연동 API 호출을 못 해. 어떻게 확인해?","확인 순서:
1. 재현 확인
```
openssl s_client -connect <vip>:443 -tls1_1
```
연결이 거부되면 프로토콜 문제 확정
2. LB의 SSL 정책(cipher suite, protocol)에서 TLS1.0/1.1 비활성화 여부 확인
3. 클라이언트가 TLS1.2 지원 가능한지(OS/라이브러리 버전) 별도 확인 필요
4. WAS 자체 SSL 설정도 이중으로 걸려있으면(패스스루 구조) WAS 쪽 protocols 설정도 같이 확인
- 절충안: 임시로 특정 소스 IP에 한해 하위 프로토콜 예외 허용 후 클라이언트 업그레이드 유도","MIDDLEWARE+NETWORK"
"tcpdump로 LB랑 WAS 사이 캡처했더니 WAS가 계속 RST 보내. 원인 뭐부터 봐?","확인 순서:
1. WAS 쪽 포트에 실제 서비스가 LISTEN 중인지 확인
```
netstat -antp
```
2. 커넥션풀/스레드풀이 가득 차서 accept 못하고 OS 레벨에서 RST가 나가는 경우 확인(backlog 초과)
3. WAS 애플리케이션에서 명시적으로 커넥션을 거부하는 설정(허용 IP 제한 등)이 있는지 확인
4. 방화벽/보안정책이 WAS 서버 자체(호스트 방화벽)에도 걸려있는지 확인, LB IP가 차단목록에 있는 경우
- 놓치기 쉬운 점: RST 발신지가 WAS인지 중간 장비(방화벽이 대신 보낸 RST)인지 tcpdump에서 MAC/IP 레벨로 재차 확인 필요","MIDDLEWARE+NETWORK"
"방화벽에서 NAT 정책 바꾼 뒤로 WAS 접속로그의 클라이언트 IP가 전부 방화벽 IP로 찍혀. 보안팀에서 원본 IP 필요하다는데 어떻게 해?","- NAT(특히 SNAT)로 바뀌면 원본 소스 IP 정보가 사라짐, L4단에서는 구조적으로 복구 불가
- L7 LB/프록시 단이라면 X-Forwarded-For 또는 Proxy Protocol로 원본 IP 전달 가능
- WAS 앞단이 L4 NAT뿐이면 원본 IP 보존을 위해 L7 방식(리버스 프록시/LB)으로 전환하거나, 방화벽이 Proxy Protocol을 지원하는지 확인
- WAS(nginx/Apache/Tomcat)에서 해당 헤더 파싱 설정 추가(RemoteIpValve, real_ip_module 등)
- 놓치기 쉬운 점: NAT 방식(L4)을 못 바꾸면 아무리 WAS 설정을 바꿔도 원본 IP 복구는 불가능함","MIDDLEWARE+NETWORK"
