"질의","응답","카테고리"
"쿠버네티스 Taint랑 Toleration이 뭐야?","- Taint: 노드에 걸어서 조건 없는 Pod는 스케줄 못 하게 막음
- Toleration: Pod에 걸어서 해당 Taint를 허용(스케줄 가능)하게 함
- NoSchedule/PreferNoSchedule/NoExecute 세 가지 effect 있음","DEVOPS"
"Deployment 이전 버전으로 롤백하는 명령어?","```
kubectl rollout history deployment/<name>
kubectl rollout undo deployment/<name> --to-revision=<N>
```
- revision 번호 생략하면 바로 이전 버전으로 롤백","DEVOPS"
"OpenShift oc 명령어로 로그인하고 프로젝트 전환하려면?","```
oc login <api_url> --token=<token>
oc project <project_name>
```
- project는 k8s namespace랑 거의 같은 개념(약간의 확장 기능만 추가)","DEVOPS"
"OpenShift Route랑 쿠버네티스 Ingress 차이가 뭐야?","- Route: OpenShift 전용 리소스, TLS termination/edge 라우팅을 기본으로 쉽게 지원
- Ingress: k8s 표준 리소스, Ingress Controller를 별도로 설치해야 동작
- OpenShift 내부적으로는 Route를 HAProxy 기반 라우터가 처리","DEVOPS"
"OpenShift BuildConfig가 뭐야?","- 소스코드나 Dockerfile로부터 컨테이너 이미지를 빌드하는 설정 리소스
- S2I(Source-to-Image) 방식이면 소스코드만 있어도 빌더 이미지가 자동으로 빌드해줌
- 빌드 완료되면 결과 이미지가 ImageStream에 등록됨","DEVOPS"
"DeploymentConfig랑 Deployment 차이가 뭐야?","- DeploymentConfig: OpenShift 전용, ImageStream 변경을 감지해 자동 재배포 트리거 가능
- Deployment: k8s 표준, 이미지 변경 자동 감지 기능 없음(태그를 외부에서 바꿔줘야 함)
- 최근 OpenShift는 표준 Deployment 사용을 권장하는 추세","DEVOPS"
"Jenkinsfile declarative랑 scripted 문법 차이가 뭐야?","- declarative: pipeline { } 블록, 구조화된 문법, 가독성 좋고 최근 표준
- scripted: node { } 블록, Groovy 코드 그대로 작성, 자유도 높지만 복잡
- 대부분 declarative로 작성하고 필요한 부분만 script {} 블록으로 감싸서 씀","DEVOPS"
"Jenkins 파이프라인에서 stage 병렬 실행하려면 어떻게 해?","```
stage('Test') {
  parallel {
    stage('Unit') { steps { sh 'run unit' } }
    stage('Integration') { steps { sh 'run integration' } }
  }
}
```
- failFast 옵션 켜면 병렬 스테이지 중 하나라도 실패시 나머지 즉시 중단","DEVOPS"
"GitLab CI에서 needs 키워드가 뭐야?","- stage 순서 무시하고 job 간 직접 의존관계 지정
- 지정한 job만 끝나면 바로 실행(불필요한 대기 없이 DAG 방식 파이프라인 구성)
- stages 순서보다 needs가 실제 실행 순서를 결정","DEVOPS"
"GitLab CI artifacts랑 cache 차이가 뭐야?","- artifacts: job 결과물(빌드 산출물), 다음 stage나 다운로드용으로 서버에 저장
- cache: 의존성 설치 결과(node_modules 등) 재사용용, 속도 최적화 목적
- artifacts는 파이프라인 결과물로 보존되고, cache는 없어져도 무방(다시 받으면 됨)","DEVOPS"
"helm template이랑 helm install --dry-run 차이가 뭐야?","- helm template: 클러스터 연결 없이 로컬에서 렌더링 결과만 출력
- helm install --dry-run: 클러스터에 연결해서 실제 API 검증까지 포함해 렌더링
- 빠른 문법 확인은 template, 배포 전 최종 검증은 --dry-run --debug","DEVOPS"
"Helm Chart.yaml에서 dependencies는 어떻게 관리해?","```
helm dependency update
helm dependency build
```
- Chart.yaml의 dependencies 항목에 하위 chart 이름/버전/repository 명시
- update는 최신 버전 받아 charts/ 폴더에 저장, build는 Chart.lock 기준으로 고정 설치","DEVOPS"
"PromQL에서 rate() 함수는 뭐하는거야?","- 카운터 타입 메트릭의 초당 증가율 계산
- 리셋(재시작 등으로 값 감소)도 자동으로 감지해서 보정
- 최소 2개 이상 데이터포인트 필요, range는 스크랩 간격의 4배 이상 권장","DEVOPS"
"Grafana에서 알림(Alert)은 어떻게 설정해?","- 패널 쿼리에 조건(threshold) 걸고 Alert rule 생성
- Contact point(Slack, Email 등) 지정해서 알림 채널 연결
- Notification policy로 라벨 기반 라우팅(어떤 알림을 어디로 보낼지) 설정","DEVOPS"
"Elasticsearch 샤드랑 레플리카가 뭐야?","- 샤드(shard): 인덱스를 분할한 단위, 데이터 분산 저장과 병렬 처리용
- 레플리카(replica): 샤드의 복제본, 장애 대비 및 읽기 성능 향상용
- 샤드 수는 생성 후 변경이 어려우니 초기 설계가 중요","DEVOPS"
"도커 컨테이너가 시작하자마자 바로 꺼지는데(Exited 0) 원인이 뭐야?","확인 순서:
1. docker logs <container_id> 로 마지막 출력 확인
2. 메인 프로세스(PID 1)가 foreground로 안 떠서 바로 종료됐는지 확인
3. CMD/ENTRYPOINT가 즉시 끝나는 단발성 명령인지 확인
4. 백그라운드 데몬 실행 방식(&)으로 짜여있으면 컨테이너는 즉시 종료됨
- 놓치기 쉬운 포인트: Exit Code 0은 정상 종료라 에러 로그가 없는 경우 많음, 프로세스가 foreground로 도는지부터 봐야 함","DEVOPS"
"도커 빌드할 때 'no space left on device' 에러 뜨는데 어떻게 해?","확인 순서:
1. df -h 로 디스크 실제 여유 공간 확인
2. docker system df 로 이미지/컨테이너/볼륨이 차지하는 용량 확인
3. docker system prune -a --volumes 로 미사용 리소스 정리
4. /var/lib/docker 파티션 자체가 작게 잡혀있는지 확인
- 놓치기 쉬운 포인트: 루트 파티션은 여유 있어도 docker 데이터 디렉토리가 별도로 작게 잡혀있으면 똑같이 발생","DEVOPS"
"도커 컨테이너 시간이 호스트랑 다른데 원인이 뭐야?","확인 순서:
1. 호스트 시간(date)이 정확한지 먼저 확인
2. 컨테이너 내부 타임존(/etc/localtime, TZ 환경변수) 설정 확인
3. 베이스 이미지에 타임존 정보 자체가 없는 경우(minimal 이미지) 확인
4. 필요하면 -e TZ=Asia/Seoul 옵션으로 실행
- 놓치기 쉬운 포인트: 컨테이너 커널 시각은 호스트와 공유하지만 타임존 표시는 별개라 자주 헷갈림","DEVOPS"
"쿠버네티스 노드가 NotReady 상태인데 뭐부터 봐야돼?","확인 순서:
1. kubectl describe node <node> 로 Conditions(MemoryPressure, DiskPressure 등) 확인
2. 해당 노드에서 kubelet 프로세스 살아있는지 확인
3. 노드 서버 자체 네트워크/디스크/CPU 상태 확인
4. kubelet과 API 서버 간 인증서(TLS) 만료 여부 확인
- 놓치기 쉬운 포인트: 디스크 워터마크 초과로 DiskPressure 걸리면 kubelet이 스스로 노드를 NotReady 처리함","DEVOPS"
"Service로 접근이 안 되는데 뭐 확인해야돼?","확인 순서:
1. kubectl get endpoints <service> 로 연결된 Pod IP 있는지 확인
2. Endpoint가 비어있으면 Service selector랑 Pod label 일치하는지 확인
3. Pod가 Ready 상태 아니면(readinessProbe 실패) Endpoint에서 자동 제외됨
4. targetPort가 컨테이너 실제 리스닝 포트랑 맞는지 확인
- 놓치기 쉬운 포인트: selector 오타 하나로 Endpoint가 통째로 비어버리는 경우가 제일 많음","DEVOPS"
"kubectl apply 했는데 변경사항이 반영이 안 되는데 왜 그래?","확인 순서:
1. kubectl diff -f <file> 로 실제 적용될 변경분 미리 확인
2. 리소스에 남아있는 last-applied-configuration annotation 충돌 확인
3. 다른 도구(Helm, Operator)가 같은 리소스를 관리하며 되돌리는 건 아닌지 확인
4. 이미지 태그가 latest처럼 고정 태그라 Pod 재시작이 안 일어나는 경우 확인
- 놓치기 쉬운 포인트: 이미지 태그 안 바꾸고 latest만 쓰면 apply해도 롤아웃 자체가 안 일어남","DEVOPS"
"Pod가 Evicted 상태로 자꾸 뜨는데 원인이 뭐야?","확인 순서:
1. kubectl describe pod 로 Evicted 사유(메모리/디스크 부족) 확인
2. 노드의 kubelet eviction threshold 설정값 확인
3. 해당 노드 디스크/메모리 실제 사용량 확인
4. requests/limits 설정 없이 자원 과다 사용하는 Pod 있는지 확인
- 놓치기 쉬운 포인트: Evicted Pod는 삭제해도 계속 쌓이니 정기적으로 정리 안 하면 etcd에 부담됨","DEVOPS"
"노드 drain이 PodDisruptionBudget 때문에 안 되는데 어떻게 해?","확인 순서:
1. kubectl get pdb -A 로 걸려있는 PDB의 minAvailable/maxUnavailable 확인
2. drain 대상 Pod가 해당 PDB에 걸리는지, 현재 가용 replica 수 확인
3. replica 수가 minAvailable보다 적으면 drain이 계속 대기 상태로 남음
4. 급하면 replica 늘리거나 정책 조정(강제 진행은 권장 안 함)
- 놓치기 쉬운 포인트: replica 1개인 워크로드에 minAvailable: 1 걸어두면 drain 자체가 절대 안 됨","DEVOPS"
"네임스페이스에 리소스 배포하는데 ResourceQuota 초과 에러가 나는데?","확인 순서:
1. kubectl describe quota -n <namespace> 로 현재 사용량/한도 확인
2. 배포하려는 리소스의 requests/limits 합계가 한도를 넘는지 계산
3. 이미 떠 있는 오래된 Pod, 완료된 Job이 쿼터를 차지하고 있는지 확인
4. 필요하면 쿼터 상향 또는 불필요한 리소스 정리
- 놓치기 쉬운 포인트: LimitRange 기본값 때문에 명시 안 한 리소스도 자동으로 requests가 붙어 쿼터를 갉아먹는 경우 있음","DEVOPS"
"OpenShift에서 Pod 생성이 SCC 권한 문제로 실패하는데 어떻게 확인해?","확인 순서:
1. oc describe pod 로 SecurityContextConstraints 관련 에러 메시지 확인
2. oc get scc 로 현재 프로젝트에 할당된 SCC 목록 확인
3. Pod spec의 runAsUser, privileged 등 설정이 허용된 SCC 범위를 벗어나는지 확인
4. 서비스 어카운트에 필요한 SCC가 바인딩(oc adm policy add-scc-to-user)돼있는지 확인
- 놓치기 쉬운 포인트: root 권한(runAsUser: 0)으로 만든 이미지는 기본 restricted SCC에서 무조건 막힘","DEVOPS"
"OpenShift ImageStream 갱신했는데 배포가 자동으로 안 되는데?","확인 순서:
1. oc describe is <imagestream> 로 새 이미지 태그가 실제로 들어왔는지 확인
2. DeploymentConfig의 ImageChange 트리거 설정 여부 확인
3. 트리거가 특정 태그(latest 등)만 감시하는데 다른 태그로 푸시된 건 아닌지 확인
4. 표준 Deployment면 ImageChange 트리거 자체가 없어서 수동 롤아웃 필요
- 놓치기 쉬운 포인트: DeploymentConfig가 아니라 표준 Deployment 쓰면 이미지 변경 자동 트리거가 원래 없음","DEVOPS"
"OpenShift Route에서 502/503 에러 뜨는데 뭐부터 확인해?","확인 순서:
1. oc get pods 로 백엔드 Pod가 Running/Ready 상태인지 확인
2. Route가 연결된 Service의 targetPort 설정 확인
3. Route의 TLS termination 방식(edge/passthrough/reencrypt)과 백엔드 프로토콜 일치 여부 확인
4. 라우터(HAProxy) Pod 로그에서 upstream 연결 에러 확인
- 놓치기 쉬운 포인트: reencrypt인데 백엔드 인증서 검증 실패하면 조용히 503 떨어짐","DEVOPS"
"Jenkinsfile 실행했는데 'No such DSL method' 에러 뜨는데 원인이 뭐야?","확인 순서:
1. 에러 메시지의 메서드명 오타 여부 확인
2. 해당 스텝이 필요로 하는 Jenkins 플러그인이 설치돼 있는지 확인
3. declarative pipeline에서 스크립트 전용 문법(non-CPS)을 바로 쓴 건 아닌지 확인
4. 필요하면 script {} 블록으로 감싸서 실행
- 놓치기 쉬운 포인트: 플러그인 설치는 됐어도 Jenkins 재시작 안 해서 DSL이 아직 로드 안 된 경우 있음","DEVOPS"
"Jenkins 빌드가 큐에 계속 쌓이는데 원인이 뭐야?","확인 순서:
1. 사용 가능한 executor(agent) 수 대비 대기 job 수 확인
2. 특정 라벨 지정된 agent가 다 사용중이거나 offline인지 확인
3. Lockable Resources나 concurrent build 제한(disableConcurrentBuilds) 걸려있는지 확인
4. master 노드 자체 리소스(CPU/메모리) 부족 여부 확인
- 놓치기 쉬운 포인트: throttle 플러그인으로 동시 실행 개수 제한 걸어둔 걸 깜빡하고 원인 못 찾는 경우 많음","DEVOPS"
"Jenkins 파이프라인에서 credentials 접근할 때 permission denied 뜨는데?","확인 순서:
1. credentials ID가 정확히 일치하는지 확인
2. credentials 스코프(Global/System/Folder)가 해당 job 위치에서 접근 가능한지 확인
3. Folder-level credentials면 job이 그 폴더 하위에 있는지 확인
4. 역할 기반 권한 플러그인 쓰면 job 실행 계정에 Credentials 읽기 권한 있는지 확인
- 놓치기 쉬운 포인트: credentials ID는 맞는데 스코프가 안 맞으면 에러 메시지가 명확하지 않게 나올 때가 많음","DEVOPS"
"GitLab CI에서 Docker in Docker(DinD) 빌드가 실패하는데 뭐부터 봐야돼?","확인 순서:
1. .gitlab-ci.yml의 services에 docker:dind 등록됐는지 확인
2. DOCKER_HOST, DOCKER_TLS_CERTDIR 환경변수 설정 확인
3. runner의 executor가 privileged 모드로 설정돼 있는지 확인(kubernetes executor면 privileged: true 필요)
4. TLS 인증서 볼륨 마운트 경로 일치 여부 확인
- 놓치기 쉬운 포인트: privileged 모드 안 켜주면 dind가 데몬 자체를 못 띄워서 조용히 실패함","DEVOPS"
"GitLab CI에서 variables 값이 파이프라인에 안 먹히는데 원인이 뭐야?","확인 순서:
1. 변수 정의 위치(global/job/group/project settings) 우선순위 확인
2. 같은 이름 변수가 다른 레벨에서 덮어써지고 있는지 확인
3. Protected variable인데 protected branch 아닌 브랜치에서 실행되는 건 아닌지 확인
4. $VAR 참조시 이스케이프나 quote 처리 문제 확인
- 놓치기 쉬운 포인트: protected variable은 protected branch/tag 아니면 파이프라인에 전달 자체가 안 됨","DEVOPS"
"GitLab에서 merge request pipeline이 안 도는데 원인이 뭐야?","확인 순서:
1. .gitlab-ci.yml의 rules/workflow 조건에 merge_request_event 포함됐는지 확인
2. only/except(구문법)랑 rules(신문법) 섞여서 충돌나는 건 아닌지 확인
3. CI/CD 설정에서 Merge results pipeline 옵션 활성화 여부 확인
4. 브랜치 보호 설정으로 파이프라인 트리거 권한이 막힌 건 아닌지 확인
- 놓치기 쉬운 포인트: rules 조건에 push event만 있고 merge_request_event를 빼먹으면 MR에서 파이프라인 자체가 안 생김","DEVOPS"
"helm install 했는데 'already exists' 에러 뜨는데 어떻게 해?","확인 순서:
1. helm list -A 로 같은 release 이름이 이미 있는지 확인
2. 이전 install이 실패해서 리소스는 남았는데 release 상태만 깨진 건 아닌지 확인
3. helm이 관리하지 않는 리소스(수동 생성)와 이름/라벨이 충돌하는지 확인
4. 재설치면 helm upgrade --install로 진행
- 놓치기 쉬운 포인트: 실패한 release가 failed 상태로 남아있으면 삭제(helm uninstall) 안 하면 재설치가 계속 막힘","DEVOPS"
"Helm 템플릿 렌더링할 때 nil pointer 에러 뜨는데 원인이 뭐야?","확인 순서:
1. 에러에 나온 템플릿 경로/라인 확인
2. values.yaml에 해당 키가 실제로 정의돼 있는지 확인
3. 중첩 구조(.Values.a.b.c) 참조시 상위 키가 비어있는 경우인지 확인
4. 필요하면 default 함수나 hasKey로 nil 방어 처리
- 놓치기 쉬운 포인트: values 파일 여러 개(-f)를 겹쳐 쓸 때 나중 파일이 앞 파일 키를 통째로 덮어써서 누락되는 경우 흔함","DEVOPS"
"Prometheus 서버 메모리 사용량이 갑자기 급증하는데 원인이 뭐야?","확인 순서:
1. 카디널리티(레이블 조합 수) 급증한 메트릭 있는지 확인(시리즈 수 많은 메트릭 topk로 조회)
2. scrape 대상이 갑자기 늘었는지, 신규 서비스 배포 여부 확인
3. retention 기간/storage.tsdb 설정값 확인
4. 요청 URL 같은 unbounded 값을 레이블로 쓰는 앱 있는지 확인
- 놓치기 쉬운 포인트: 카디널리티 폭탄은 앱 코드에서 레이블에 유저ID, URL 파라미터 넣는 실수로 제일 흔하게 발생","DEVOPS"
"Prometheus 알림 규칙은 정상인데 Alertmanager로 알림이 안 오는데?","확인 순서:
1. Prometheus Alerts 페이지에서 규칙이 실제로 Firing 상태인지 확인
2. Prometheus의 alerting 설정에 Alertmanager 주소가 제대로 연결됐는지 확인
3. Alertmanager의 route/receiver 매칭 라벨 조건 확인
4. inhibit_rule이나 silence 설정으로 알림이 묵음 처리된 건 아닌지 확인
- 놓치기 쉬운 포인트: silence 걸어놓고 깜빡 잊는 경우가 실무에서 제일 많음","DEVOPS"
"Grafana 대시보드 로딩이 너무 느린데 어떻게 확인해?","확인 순서:
1. 패널 쿼리의 time range가 너무 넓게 잡혀있는지 확인
2. 쿼리에 불필요한 고카디널리티 label 필터/집계가 들어가는지 확인
3. Prometheus 쪽 recording rule로 미리 집계해둘 수 있는 쿼리인지 확인
4. Data source 자체(Prometheus, ES) 응답 속도 별도로 테스트
- 놓치기 쉬운 포인트: 패널 수가 너무 많으면 동시에 다 쿼리를 날려서 느려지는 경우도 흔함, refresh interval도 확인","DEVOPS"
"Logstash 파이프라인에서 grok 파싱이 계속 실패하는데 어떻게 확인해?","확인 순서:
1. _grokparsefailure 태그 붙은 로그 있는지 확인
2. grok 패턴이 실제 로그 포맷과 정확히 일치하는지 Grok Debugger로 테스트
3. 애플리케이션 업데이트로 로그 포맷이 바뀐 건 아닌지 확인
4. 멀티라인 로그(스택트레이스 등)를 multiline 필터로 먼저 병합했는지 확인
- 놓치기 쉬운 포인트: 로그에 예상 못한 특수문자나 인코딩이 섞이면 패턴 매칭이 조용히 실패함","DEVOPS"
"Elasticsearch 클러스터 상태가 yellow/red로 뜨는데 원인이 뭐야?","```
GET _cluster/health
GET _cluster/allocation/explain
```
- yellow: 레플리카 샤드 배치 실패(노드 부족 등), red: 프라이머리 샤드까지 없음
- unassigned_shards 수와 allocation/explain 결과로 원인 확인
- 놓치기 쉬운 포인트: red 상태에서도 일부 인덱스는 정상 조회될 수 있어서 방치하기 쉬운데 해당 인덱스는 데이터 손실 위험 있음","DEVOPS"
