"질의","응답","카테고리"
"DB서버 vm.swappiness 몇으로 맞춰야돼?","```
cat /proc/sys/vm/swappiness
sysctl -w vm.swappiness=1
```
- 기본값 60은 캐시 우선 회수라 DB 버퍼가 swap out될 위험 있음
- Oracle/PostgreSQL 서버는 보통 1(RHEL7+) 권장
- 포인트: 0으로 두면 OOM 상황에서 스왑을 전혀 안 써서 프로세스가 바로 kill될 위험 커짐, 1이 더 안전","OS+DBA"
"윈도우 서버에서 오라클 접속 안 되는데 방화벽인지 어떻게 확인해?","```
netstat -ano | findstr 1521
Test-NetConnection -ComputerName localhost -Port 1521
New-NetFirewallRule -DisplayName ""Oracle1521"" -Direction Inbound -LocalPort 1521 -Protocol TCP -Action Allow
```
- 리스너가 LISTENING 상태인데 외부접속 안 되면 방화벽 인바운드 규칙 문제
- lsnrctl status로 리스너 자체 상태도 같이 확인
- 포인트: 방화벽 프로필(도메인/개인/공용) 중 하나만 열어놓고 나머지 놓치는 경우 많음","OS+DBA"
"DB서버 응답 느리다는 얘기 들어왔어. OS 문제인지 DB문제인지 어떻게 나눠서 봐?","1) 스토리지 레벨 먼저
```
iostat -xz 5
```
await/svctm 높으면 OS/스토리지 레벨 의심
2) 디스크 자체 문제 아니면 DB 대기이벤트 확인
```sql
SELECT event, count(*) FROM v$session WHERE wait_class != 'Idle' GROUP BY event;
```
'db file sequential/scattered read' 대기가 크면 쿼리/인덱스 문제
3) AWR/statspack Top event로 특정 세션 SQL 추적
- 포인트: %util 100%인데 await 낮으면 큐잉이 아니라 처리량 자체가 몰린 것, await 꼭 같이 봐야 함","OS+DBA"
"오라클 새 인스턴스 startup 하는데 세마포어 관련 에러나. 뭐부터 봐?","1) 현재 사용량 확인
```
ipcs -s | wc -l
sysctl kernel.sem
```
2) semmni(세트 최대개수) 초과 여부, 죽은 프로세스가 세마포어 안 놓고 있을 수도 있음
```
ipcs -s
ipcrm -s <semid>
```
3) 부족하면 kernel.sem 값 상향 후 sysctl -p
- 포인트: 인스턴스 여러 개 올려둔 서버는 SID 개수 x 프로세스당 세마포어 세트 수로 계산해야 함, 기본값은 인스턴스 1개 기준","OS+DBA"
"DBA가 성능 느리다고 SGA/PGA 더 늘려달래는데 지금도 swap 나고 있어. 바로 늘려줘도 돼?","안 됨, 확인 순서:
1)
```
vmstat 1 5
free -h
```
si/so 값 계속 나오면 이미 메모리 부족 상태
2) 현재 SGA+PGA+OS+기타프로세스 합이 실메모리 초과하는지 계산
```sql
show parameter sga_target
show parameter pga_aggregate_target
```
3) 이 상태에서 더 늘리면 swap 심화로 오히려 성능 더 나빠짐, 물리메모리 증설이나 불필요 프로세스 정리 먼저
- 포인트: swap 나는 상태에서 SGA 늘리면 버퍼캐시 히트율은 올라가도 전체 응답속도는 악화되는 역설이 자주 발생","OS+DBA"
"아카이브로그 디렉토리 풀 나서 DB가 멈췄어. 순서대로 뭐해야돼?","1)
```
df -h /arch
```
용량 100% 확인
2) 백업 완료된 archive log만 삭제
```
rman target /
CROSSCHECK ARCHIVELOG ALL;
DELETE ARCHIVELOG ALL BACKED UP 1 TIMES TO DEVICE TYPE DISK;
```
3) 공간 확보 후 DB 자동 resume 확인, 안되면 alert log에서 hang 여부 체크
4) 재발 방지로 여유 있으면 파일시스템 확장
```
chfs -a size=+20G /arch
```
- 포인트: rm으로 무작정 지우면 RMAN 카탈로그와 안 맞아서 나중에 복구 시 갭 생김, 반드시 crosscheck/delete로 지워야 함","OS+DBA"
"오라클 프로세스에서 ""too many open files"" 뜨는데 뭐 확인해?","1)
```sql
show parameter open
show parameter processes
```
processes 값 대비 필요 fd 수 계산
2) 현재 적용된 실제 limit 확인
```
cat /proc/<pmon_pid>/limits | grep ""open files""
```
3) /etc/security/limits.conf의 oracle nofile 값 상향 후 오라클 재기동해야 반영
- 포인트: 세션에서 ulimit -n 늘려도 이미 떠있는 프로세스에는 적용 안 됨, 재기동이 필수","OS+DBA"
"vmstat 돌리니까 wa가 계속 30% 넘어. DB쪽에서 뭐 봐야돼?","1)
```
vmstat 1 10
```
wa 지속적으로 높으면 I/O 대기 프로세스 많다는 뜻
2) 어떤 프로세스가 I/O 유발하는지
```
iotop -o
```
3) DB 세션 중 풀스캔/정렬로 temp I/O 유발하는 쿼리 확인
```sql
SELECT sql_id, sql_text FROM v$sql WHERE disk_reads > 100000 ORDER BY disk_reads DESC;
```
- 포인트: wa 높다고 무조건 스토리지 문제 아님, 배치 쿼리 하나가 풀스캔 중일 수도 있음, 시간대 겹치는지부터 확인","OS+DBA"
"윈도우 서버 MySQL 서비스가 기동하다 멈춰. 이벤트로그에 메모리 관련 에러 있는데?","1) 커밋 메모리 vs 페이지파일 크기 확인
```
wmic pagefile list /format:list
```
2) my.ini의 innodb_buffer_pool_size가 물리메모리+페이지파일 여유보다 크게 잡혀있는지 확인
3) 페이지파일 부족하면 크기 늘리거나 buffer_pool_size 하향
- 포인트: 윈도우는 커밋 실패시 별도 OOM killer 없이 프로세스 기동 자체가 조용히 실패하는 형태로 나타남","OS+DBA"
"expdp 돌리다가 덤프파일이 일정 크기에서 뚝 끊겨. 뭐가 문제야?","1)
```
ulimit -f
```
oracle 계정 file size 제한 확인(단위: 512byte 블록)
2) AIX는 /etc/security/limits 파일에서 fsize 상향(리눅스 limits.conf와 경로/문법 다름)
```
oracle:
    fsize = -1
```
3) 우회는 %U로 파일 분할
```
expdp ... dumpfile=exp_%U.dmp filesize=2G
```
- 포인트: AIX에서 리눅스식 /etc/security/limits.conf 찾다가 헛수고하는 경우 많음","OS+DBA"
"df는 여유 있는데 binlog 파일을 못 만든다고 에러나. 원인이 뭐야?","1)
```
df -i /var/lib/mysql
```
inode 사용률 100%인지 확인(df -h는 용량만 봄, 별개 지표)
2) 원인은 대부분 작은 파일 대량 생성(임시테이블, 오래된 binlog 미정리)
```
find /var/lib/mysql -type f | wc -l
PURGE BINARY LOGS BEFORE '2026-08-01 00:00:00';
```
3) inode는 mkfs 시점에 결정되므로 부족하면 파일시스템 재생성이나 볼륨 분리 필요
- 포인트: 용량 여유 있다고 안심하면 안 됨, df -h랑 df -i 둘 다 습관적으로 같이 확인","OS+DBA"
"RAC 2노드 중 한대만 CRS 기동이 안돼. 뭐부터 봐?","1)
```
date
ntpq -p
```
양 노드 시간차 확인, RAC는 노드간 시간차 크면 클러스터웨어가 노드를 evict 처리함
2) 시간차 있으면 강제 step 말고 slew 모드로 맞춤
```
service ntpd stop
ntpdate -u <ntp서버>
service ntpd start
```
3) 시간 문제 아니면 ocssd.log, crsctl check crs로 클러스터웨어 상태 확인
- 포인트: 운영중 노드에 ntpdate로 시간을 갑자기 확 바꾸면 그 자체로 노드 fencing 유발할 수 있음, slew 조정이 더 안전","OS+DBA"
"서버 load average가 갑자기 튀었어. OS 프로세스 문제인지 티베로 세션 문제인지 어떻게 나눠?","1)
```
top -c
ps -eLf | awk '{print $2}' | sort | uniq -c | sort -rn | head
```
CPU 많이 쓰는 PID가 tbsvr(티베로 프로세스)인지 확인
2) 티베로 프로세스면 세션 레벨로 좁히기
```sql
SELECT sid, username, sql_text FROM v$session s, v$sql t WHERE s.sql_id=t.sql_id ORDER BY cpu_time DESC;
```
3) 티베로 프로세스 아니면 백업 스크립트, 안티바이러스 스캔 등 OS 레벨 별도 확인
- 포인트: load average는 CPU뿐 아니라 D상태(디스크 대기) 프로세스도 포함되니 vmstat의 b 컬럼도 같이 봐야 오판 안 함","OS+DBA"
"AIX 페이징스페이스 부족 경고 뜨는데 오라클 PGA 설정이랑 관련있대. 뭘 봐?","1)
```
lsps -a
```
페이징스페이스 사용률 확인
2)
```sql
show parameter pga_aggregate_target
select * from v$pgastat where name='total PGA allocated';
```
정렬/해시 작업 많은 세션이 PGA를 과하게 잡고 있을 수 있음
3) PGA_AGGREGATE_TARGET을 물리메모리 대비 너무 크게 잡으면 실제 프로세스별 PGA가 넘쳐 페이징스페이스로 밀림
- 포인트: PGA는 SGA처럼 고정 공유메모리가 아니라 세션별 동적할당이라 동시접속/정렬 세션 몰리면 순간적으로 스파이크 나서 페이징 압박이 뒤늦게 나타남","OS+DBA"
"서버 재부팅했더니 MySQL이 자동으로 안 올라와있어. 로그엔 데이터 디렉토리 못찾는다는데?","1)
```
systemctl status mysqld
journalctl -u mysqld -b
```
데이터 디렉토리(/data/mysql)가 별도 볼륨인지 확인
2) 마운트가 systemd 부팅 시퀀스상 mysqld보다 늦게 걸리면 데이터 디렉토리 빈 상태로 기동 시도해서 실패
```
systemctl list-dependencies mysqld
```
3) fstab에만 등록돼있어도 순서 보장 안될 수 있어 유닛파일에 의존성 추가
```
# /etc/systemd/system/mysqld.service.d/override.conf
[Unit]
RequiresMountsFor=/data/mysql
```
- 포인트: fstab에만 등록하고 systemd 의존성 명시 안 하면 부팅마다 랜덤하게 되고 안되고 반복되는, 재현 안 되는 버그처럼 보임","OS+DBA"
