"질의","응답","카테고리"
"Apache 뒤에 WebtoB 붙여놨는데 순간적으로 502 뜨다 말다 해. OS에서 볼 포인트는?","확인 순서:
1. `sysctl net.core.somaxconn` — accept backlog 한도
2. `netstat -s | grep -i ""overflow\|drop""` — SYN backlog overflow 여부
3. Apache/WebtoB 자체 backlog 설정값과 somaxconn 비교
```
sysctl net.core.somaxconn
netstat -s | grep overflow
```
- somaxconn은 상한선일 뿐, 실제 애플리케이션(WebtoB listen backlog)이 더 작게 설정돼 있으면 그게 진짜 원인. 둘 다 맞춰야 함","MIDDLEWARE+OS"
"GC를 G1로 바꿨는데 STW가 오히려 늘었어. OS 쪽 원인도 있을 수 있어?","- 멀티소켓 서버에서 NUMA 미설정 시 GC 스레드가 원격 메모리 노드 접근하면서 지연 발생 가능
- numactl --hardware로 노드 구성 확인, JVM에 -XX:+UseNUMA 옵션 검토
```
numactl --hardware
numastat -p <pid>
```
- CPU affinity 안 잡혀있으면 GC 병렬 스레드가 코어 이동(migration)하면서 캐시 미스 늘어나는 것도 STW 증가 원인 중 하나","MIDDLEWARE+OS"
"JEUS 로그 디스크가 꽉 차서 WAS가 응답 없어. LVM 확장하면 바로 해결돼?","확인 순서:
1. `df -h` — 어느 파일시스템이 풀인지 확인
2. `du -sh /jeus/logs/* | sort -rh | head` — 뭐가 공간 잡아먹는지
3. LVM 확장 가능 여부: `vgs`로 여유 PE 있는지 확인
4. 확장 후 파일시스템 리사이즈(lvextend + xfs_growfs/resize2fs)
5. 디스크 공간만 생기면 로그 write 재개되는지 확인(파일 핸들이 이미 열려있으면 프로세스 재기동 필요할 수도)
```
df -h
lvextend -L +10G /dev/vgdata/lvjeuslog
xfs_growfs /jeus/logs
```
- 디스크 풀로 WAS 행 걸린 경우, 공간 늘려도 이미 죽은 스레드/락은 안 풀리는 경우 있어서 상태 보고 재기동 필요할 수 있음","MIDDLEWARE+OS"
"Linux에서 shmmax/shmall이 뭐고 WebtoB랑 무슨 상관이야?","- WebtoB는 프로세스 간 통신에 System V shared memory(IPC) 사용
- shmmax: 세그먼트 1개 최대 크기, shmall: 시스템 전체 공유메모리 페이지 총합
- 값이 작으면 WebtoB 부팅(boot) 시 shmget 실패로 기동 안 됨
```
sysctl kernel.shmmax
sysctl kernel.shmall
ipcs -m
```
- 커널 파라미터 바꾼 뒤 sysctl -p로 즉시 반영해야 함, 재부팅 전까지 안 먹는 걸로 오해하는 경우 많음","MIDDLEWARE+OS"
"Tomcat GC 로그를 파일로 남기게 했는데 어느 순간부터 로그가 안 찍히고 WAS도 느려져. 왜?","확인 순서:
1. `df -h` — GC 로그 파티션 풀 여부
2. GC 로그 파일 자체가 롤링(rotation) 설정 안 돼서 무한정 커지는 중인지
3. 디스크 풀로 write 실패하면 JVM이 로깅 스레드에서 블로킹되며 전체 지연으로 이어질 수 있음
```
df -h /path/to/gclog
ls -lh gc.log*
```
- GC 로그 로테이션 미설정이 은근히 자주 놓치는 포인트. -Xlog:gc*:file=gc.log:...:filecount=5,filesize=100M 처럼 옵션 걸어둬야 함","MIDDLEWARE+OS"
"JEUS 프로세스 크래시 시 core 파일이 남게 하려면 뭘 설정해야 돼?","- ulimit -c unlimited로 코어덤프 크기 제한 해제(기본 0이면 생성 안 됨)
- /proc/sys/kernel/core_pattern에서 덤프 파일 경로/네이밍 규칙 확인
- systemd로 기동하는 서비스면 limits.conf 대신 서비스 유닛에 LimitCORE=infinity 직접 지정해야 적용됨
```
ulimit -c
cat /proc/sys/kernel/core_pattern
```","MIDDLEWARE+OS"
"Tomcat 프로세스가 로그에 아무 에러도 없이 그냥 사라졌어. 뭐부터 봐?","확인 순서:
1. `dmesg -T | grep -i ""out of memory\|killed process""` — OOM killer 동작 여부
2. `journalctl -k | grep oom`
3. JVM 힙은 정상인데 native 메모리(스레드스택, direct buffer 등)로 실메모리 초과했는지 확인
```
dmesg -T | grep -i oom
grep -i ""killed process"" /var/log/messages
```
- JVM -Xmx로 힙만 제한해놔도 native 메모리 초과분은 OS OOM killer가 프로세스 전체를 죽여버림. 힙 로그엔 아무 흔적이 안 남는 이유","MIDDLEWARE+OS"
"nginx가 Tomcat으로 프록시하는데 특정 시간대에만 응답 지연 심해. OS 네트워크 쪽 뭐 봐?","확인 순서:
1. `sysctl net.core.somaxconn`, `net.ipv4.tcp_max_syn_backlog` — 트래픽 몰릴 때 backlog 부족 여부
2. `ss -s` — 소켓 상태 전체 요약, TIME_WAIT/SYN_RECV 급증 여부
3. nginx upstream keepalive 설정과 Tomcat maxConnections 비교
4. `netstat -s | grep -i retrans` — 재전송률 확인(네트워크 자체 문제 배제용)
```
ss -s
sysctl net.ipv4.tcp_max_syn_backlog
```
- 특정 시간대 몰림이면 애플리케이션보다 커넥션 큐/backlog 튜닝값이 트래픽 피크를 못 받아내는 경우가 많음","MIDDLEWARE+OS"
"한 서버에 JEUS 인스턴스 여러 개 띄울 때 힙 사이징 기준이 뭐야?","- 각 인스턴스 -Xmx 총합 + Native/Metaspace/스레드스택 여유분이 물리메모리+paging space 총량을 넘으면 안 됨
- paging space는 상시 사용이 아니라 순간 피크 대비 여유분으로만 계산(상시 사용되면 이미 설계 실패)
- 인스턴스 늘릴수록 GC 튜닝보다 서버 스케일아웃 검토가 우선
```
lsps -a
svmon -G -O unit=MB
```","MIDDLEWARE+OS"
"JEUS 무중단 배포에서 신규 프로세스가 뜨는 동안 OS 레벨에서 포트 바인딩 관련 옵션 뭐 챙겨야 돼?","- 구 프로세스 종료와 신규 프로세스 기동 사이 포트 즉시 재사용 위해 SO_REUSEADDR 소켓 옵션 필요
- OS 커널 파라미터 net.ipv4.tcp_tw_reuse=1로 TIME_WAIT 소켓 재활용 허용
- tcp_tw_recycle은 최신 커널에서 삭제/문제 있어 쓰지 말 것
```
sysctl net.ipv4.tcp_tw_reuse
sysctl -w net.ipv4.tcp_tw_reuse=1
```","MIDDLEWARE+OS"
"Tomcat 세션 클러스터링(멀티캐스트 방식)이 갑자기 안 돼. OS/네트워크 쪽 뭐 확인해?","확인 순서:
1. `ip maddr show` — 멀티캐스트 그룹 join 상태 확인
2. 방화벽 룰에 멀티캐스트 대역(224.0.0.0/4) 차단됐는지 확인
3. 스위치/네트워크 장비 IGMP snooping 설정으로 멀티캐스트 패킷 드롭되는 경우(네트워크팀 협조 필요)
4. `tcpdump -i eth0 multicast` 로 실제 패킷 오가는지 확인
```
ip maddr show
tcpdump -i eth0 multicast -c 20
```
- 서버 OS 방화벽은 열려 있어도 스위치 레벨 IGMP snooping 때문에 막히는 경우가 실무에서 꽤 있음, WAS/OS 로그만 보면 원인 못 찾음","MIDDLEWARE+OS"
"JEUS heap dump 파일 생성할 때 최소한으로 챙겨야 할 OS 조건이 뭐야?","- dump 경로 디스크 여유공간은 힙 크기의 최소 1~1.5배 확보
- ulimit -f(파일 크기 제한)가 unlimited인지 확인 — 걸려있으면 dump 파일이 중간에 잘림
- dump 대상 디렉터리에 JEUS 실행 계정 쓰기 권한 필요
```
df -h /jeus/dump
ulimit -f
```","MIDDLEWARE+OS"
"WebtoB worker 프로세스 개수를 늘렸는데 일정 개수 이상에서 기동이 안 돼. 뭐 관련 있어?","- worker 프로세스도 OS 입장에선 프로세스 카운트에 포함되어 ulimit -u(max user processes) 한도에 걸릴 수 있음
- 세마포어/공유메모리(ipcs) 자원도 worker 수만큼 추가로 필요해서 커널 파라미터 한도 초과 가능
```
ulimit -u
ipcs -s | wc -l
```
- worker 수 늘릴 땐 WebtoB 설정만 보지 말고 OS의 nproc, sem 관련 커널 파라미터도 같이 올려야 함","MIDDLEWARE+OS"
"RHEL에서 cgroup으로 메모리 제한 걸어둔 컨테이너의 Tomcat이 자꾸 죽어. JVM 힙은 여유 있는데?","확인 순서:
1. `cat /sys/fs/cgroup/memory/memory.limit_in_bytes`(또는 cgroup v2 memory.max) — 실제 제한값
2. JVM이 cgroup 인지 못하고 호스트 전체 메모리 기준으로 힙 자동설정(-XX:MaxRAMPercentage 등) 했는지 확인
3. `dmesg | grep -i ""memory cgroup out of memory""` — cgroup OOM killer 로그
4. native 메모리(Metaspace, 스레드스택, direct buffer) 포함 총 사용량이 cgroup 제한 초과하는지
```
cat /sys/fs/cgroup/memory/memory.limit_in_bytes
dmesg | grep -i ""memory cgroup""
```
- 힙만 보고 ""메모리 여유 있는데 왜 죽지"" 하는 경우 대부분 cgroup 제한값 자체를 안 보고 놓친 것. JVM 버전 낮으면 cgroup awareness 없어서 호스트 메모리 기준으로 힙 잡아버림","MIDDLEWARE+OS"
"AIX vmstat에서 pi/po 컬럼이 뭘 의미해?","- pi: page in(디스크→메모리), po: page out(메모리→디스크) — 초당 페이지 수
- 지속적으로 0 아닌 값 찍히면 물리메모리 부족으로 상시 페이징 중이라는 신호
- 순간 스파이크는 정상, 계속 찍히면 JEUS 힙+타 프로세스 합산 메모리가 과할당된 상태
```
vmstat 1 5
```","MIDDLEWARE+OS"
