"질의","응답","카테고리"
"vmstat 결과에서 b 컬럼이 의미하는 게 뭐야?","- b는 실행 대기 중인 블로킹(uninterruptible sleep) 프로세스 수
- 지속적으로 0보다 크면 I/O 대기가 병목이라는 신호
- r 컬럼(CPU 대기)과 헷갈리기 쉬운데 b는 디스크/네트워크 I/O 대기임","OS"
"AIX iostat으로 디스크 성능 확인하는 명령어는?","```
iostat -d 2 5
```
- tps, Kb_read, Kb_wrtn 컬럼으로 부하 파악","OS"
"커널 파라미터 중 파일디스크립터 전체 상한(fs.file-max) 확인/설정은?","```
sysctl fs.file-max
echo ""fs.file-max=2097152"" >> /etc/sysctl.conf
```
- ulimit -n은 프로세스별 제한, file-max는 시스템 전체 상한이라 둘 다 봐야 함","OS"
"mdadm RAID 리빌드 중인데 서비스 응답이 느려짐, 어떻게 확인해?","확인 순서:
1. cat /proc/mdstat 으로 리빌드 진행률/속도 확인
2. sysctl dev.raid.speed_limit_min/max 값으로 리빌드 속도 제한 여부 확인
3. iostat -x 1 로 실제 디스크 부하 확인
- 급하면 speed_limit_max를 낮춰 리빌드 우선순위를 낮출 수 있음, 단 리빌드 시간은 늘어남","OS"
"multipath -ll 봤더니 경로 하나가 failed 상태인데 어떻게 조치해?","확인 순서:
1. multipath -ll 로 failed 경로의 HBA/스토리지 포트 확인
2. dmesg에서 해당 경로 관련 SCSI 타임아웃/에러 확인
3. SAN 스위치/케이블 연결 상태 물리 확인
4. 복구되면 multipath -r 로 경로 재검사
- failed 경로 그대로 두면 남은 경로에 I/O 몰려서 성능저하 발생할 수 있음","OS"
"NFS 서버에서 exportfs 설정했는데 클라이언트가 마운트 실패해","확인 순서:
1. exportfs -v 로 실제 반영된 옵션/권한 확인
2. showmount -e localhost 로 서버 자체에서 export 목록 노출 확인
3. 클라이언트 IP가 허용 대역에 포함되는지 /etc/exports 재확인
4. 방화벽에서 nfs, mountd, rpcbind 포트 열려있는지 확인
- /etc/exports 수정 후 exportfs -ra 안 하면 재부팅 전까지 반영 안 됨","OS"
"LVM 스냅샷이 Invalid 상태로 바뀌었는데 왜 그래?","확인 순서:
1. lvs 로 스냅샷 Data% 확인, 100% 도달하면 자동 invalidate됨
2. 원본 LV 변경량이 스냅샷 크기보다 많으면 발생
3. invalidate된 스냅샷은 복구 불가, 바로 lvremove 필요
- 스냅샷은 백업용 임시본일 뿐 장기 보관용 아님, 백업 후 즉시 삭제하는 게 정석","OS"
"서버에서 TCP 커넥션 TIME_WAIT이 너무 많이 쌓여서 새 연결이 안 됨","확인 순서:
1. ss -s 또는 netstat -an | grep TIME_WAIT | wc -l 로 개수 확인
2. net.ipv4.tcp_tw_reuse=1 적용 여부 확인
3. 클라이언트/서버 중 어느 쪽에서 연결을 많이 맺고 끊는지 애플리케이션 패턴 확인
4. ephemeral port 범위(net.ipv4.ip_local_port_range) 확인
- tcp_tw_recycle은 NAT 환경에서 문제 일으켜 최신 커널에서 제거됨, tw_reuse만 사용 권장","OS"
"iSCSI 스토리지 연결이 간헐적으로 끊기는데 확인 방법은?","확인 순서:
1. iscsiadm -m session -P 3 로 세션 상태/타임아웃 설정 확인
2. dmesg | grep -i iscsi 로 연결 끊김 로그 시점 확인
3. 네트워크 스위치/NIC 쪽 패킷 드롭이나 MTU 불일치(jumbo frame) 확인
4. 타겟(스토리지) 측 iSCSI 세션 로그도 같이 대조
- iSCSI는 일반 네트워크 구간 타면 지연에 민감해서 전용 VLAN/포트 분리 안 하면 자주 끊김","OS"
"커널 업데이트 후 재부팅했는데 네트워크 인터페이스가 안 보여","확인 순서:
1. ip link 로 인터페이스 자체가 인식되는지 확인
2. dmesg | grep -i eth 로 NIC 드라이버 로드 여부 확인
3. lspci -k 로 드라이버 바인딩 상태 확인, 커널 버전 안 맞으면 DKMS 드라이버 재빌드 필요
4. 안되면 이전 커널로 부팅해서 임시 복구
- DKMS로 관리되는 드라이버(특수 NIC/RAID카드)는 커널 업데이트시 자동재빌드 실패하는 경우가 흔함, dkms status로 확인","OS"
"서버 재부팅했는데 한참을 안 올라오고 멈춰있어, 뭐가 문제일까?","확인 순서:
1. 콘솔 접속해서 부팅 화면 확인, fsck 강제 검사 중인지 확인
2. 대용량 파일시스템이면 fsck가 수십분 이상 걸릴 수 있음
3. journalctl -b -1 로 이전 부팅 로그에서 비정상 종료(dirty) 여부 확인
4. fstab에 nofail 없는 파일시스템이 마운트 대기중 멈춰있는지 확인
- 비상시엔 부팅 파라미터에 fastboot 옵션 추가해서 fsck를 건너뛸 수 있지만 손상 위험 감안해야 함","OS"
"대용량 디스크(2TB 이상) 추가했는데 파티션 생성이 안 돼","확인 순서:
1. fdisk -l 로 디스크 인식 여부 확인
2. MBR은 2TB 초과 디스크 지원 안 함, GPT 파티션 필요
3. parted 또는 gdisk로 GPT 파티션 생성
4. 부팅 디스크면 UEFI 부팅 모드 여부까지 같이 확인
- fdisk로 2TB 넘는 디스크 작업 시도하면 경고 없이 파티션이 깨질 수 있음, parted/gdisk 사용 필수","OS"
"LUKS로 암호화한 볼륨이 재부팅 후 자동 마운트가 안 돼","확인 순서:
1. cryptsetup status <매핑명> 으로 현재 열림 상태 확인
2. /etc/crypttab에 키파일 경로/옵션 등록 여부 확인
3. 키파일 없이 대화형 패스프레이즈만 걸려있으면 무인 재부팅시 항상 멈춤
4. /etc/fstab에 해당 매핑 디바이스 마운트 항목 확인
- 원격서버는 대화형 패스프레이즈 입력 못 받으니 키파일+crypttab 조합 필수","OS"
"AIX JFS2 파일시스템이 부팅시 로그 에러로 마운트 안 될 때","확인 순서:
1. fsck -p /dev/lvname 로 파일시스템 검사, JFS2는 로그 기반이라 대부분 자동 복구됨
2. /etc/filesystems 항목의 dev/vfs 설정 오타 확인
3. lsvg -o 로 해당 LV가 속한 VG가 활성(varyon)상태인지 확인
4. 그래도 안되면 logform으로 로그 재생성 (최후의 수단)
- logform 실행하면 저널 로그가 초기화되어 데이터 무결성 검증이 다시 필요함, 신중히 사용","OS"
"특정 디스크에서 I/O 에러 로그가 계속 찍히는데 배드섹터 의심될 때","확인 순서:
1. smartctl -a /dev/sdX 로 Reallocated_Sector_Ct, Pending 값 확인
2. dmesg에서 해당 디스크 sense error 코드 확인
3. badblocks -v (읽기전용) 로 섹터 스캔, 운영중이면 쓰기 옵션 자제
4. RAID 구성이면 즉시 교체, 단독 디스크면 백업 후 교체 일정 잡기
- SMART 값 정상이어도 컨트롤러/케이블 문제로 에러 나는 경우 있어서 SMART만으로 100% 판단 금지","OS"
"프로세스 크래시났는데 core dump 파일이 안 생겨","확인 순서:
1. ulimit -c 로 core 파일 크기 제한 확인, 0이면 비활성
2. /proc/sys/kernel/core_pattern 경로 확인, 상대경로면 실행 디렉토리 쓰기권한 문제 가능
3. systemd 서비스면 유닛에 LimitCORE= 별도 설정 필요
4. coredumpctl list 로 systemd-coredump가 가로채는지 확인
- ulimit -c unlimited 설정해도 core_pattern이 잘못돼있으면 여전히 안 남음, 둘 다 확인해야 함","OS"
"cgroup 메모리 제한 걸어둔 서비스가 자꾸 죽어","확인 순서:
1. dmesg | grep -i ""memory cgroup out of memory"" 로 cgroup OOM 여부 확인
2. cat /sys/fs/cgroup/memory/<그룹>/memory.limit_in_bytes 로 실제 제한값 확인
3. memory.usage_in_bytes와 한계값 근접 여부 확인
4. 애플리케이션 힙/캐시 설정이 cgroup 제한보다 크게 잡혀있는지 대조
- 시스템 전체는 메모리 여유 있어도 cgroup 제한 걸린 프로세스는 그 안에서만 판단됨, free -h만 보고 오판하기 쉬움","OS"
"IO 스케줄러를 deadline으로 바꿨는데 성능이 그대로야","확인 순서:
1. cat /sys/block/sdX/queue/scheduler 로 실제 적용됐는지 재확인
2. udev rule로 부팅시 스케줄러가 다시 원복되는지 확인
3. NVMe 디바이스는 스케줄러 영향이 미미함(자체 큐 병렬처리), 디스크 타입부터 확인
4. 진짜 병목이 CPU/네트워크인지 iostat/vmstat으로 재확인
- 스케줄러 튜닝은 SATA/SAS HDD·SSD에서 체감되고 NVMe에선 거의 효과 없음","OS"
"GRUB 부팅 메뉴에 패스워드가 걸려있어서 복구모드 진입이 안 돼","확인 순서:
1. 물리/콘솔 접근 가능하면 부팅시 'c'로 grub 커맨드라인 진입 시도
2. rescue 미디어(설치 USB)로 부팅해서 chroot 후 grub 설정 파일에서 password 라인 확인/제거
3. /etc/grub.d/40_custom 또는 grub.cfg 내 password_pbkdf2 라인 확인
4. 클라우드 VM이면 벤더 콘솔에서 rescue 인스턴스 마운트 방식 사용
- grub 패스워드는 물리 접근 통제 목적이라 실제 복구 필요할 때 오히려 발목 잡는 경우가 많음, 별도 백업 계정/키 관리 필수","OS"
"Windows Server 페일오버 클러스터 노드가 failover를 반복해","확인 순서:
1. Get-ClusterNode 로 각 노드 상태 확인
2. 클러스터 이벤트 로그(Failover Clustering 채널)에서 heartbeat 타임아웃 여부 확인
3. 클러스터 통신용(Private) 네트워크 어댑터 상태/지연 확인
4. 쿼럼(Quorum) 구성 확인, 특히 witness disk/파일공유 접근 가능 여부
- 클러스터 통신망에 다른 트래픽이 몰리면 heartbeat 지연으로 오탐 failover 발생, 전용망 분리 권장","OS"
"Windows Server를 도메인에 조인하려는데 계속 실패해","확인 순서:
1. nltest /dsgetdc:<도메인명> 으로 DC 탐색 가능한지 확인
2. 서버 DNS 설정이 사내 DNS(도메인 DNS)로 잡혀있는지 확인, 외부 DNS면 실패
3. 서버 시간이 도메인 컨트롤러와 5분 이상 차이나면 Kerberos 인증 실패
4. 방화벽에서 445/389/88/53 포트 통신 가능 여부 확인
- 시간 동기화 문제로 실패하는 경우가 의외로 잦음, 에러 메시지가 권한 문제처럼 나와도 시간부터 확인","OS"
"Windows Server가 블루스크린(BSOD) 나는데 원인 분석하려면?","확인 순서:
1. C:\Windows\Minidump 에 덤프파일 생성 여부 확인
2. WinDbg 또는 BlueScreenView로 덤프 열어서 stop code, 관련 드라이버 확인
3. 최근 설치한 드라이버/업데이트 시점과 발생 시점 대조
4. 하드웨어 이슈면 메모리 진단(mdsched.exe)도 병행
- 덤프가 안 남으면 시스템 속성의 ""커널 메모리 덤프"" 설정 여부부터 확인해야 함, 기본값이 작은 덤프면 정보 부족","OS"
"Windows 방화벽 규칙 추가했는데 통신이 계속 안 돼","확인 순서:
1. netsh advfirewall firewall show rule name=all | findstr <규칙명> 으로 실제 등록 확인
2. Test-NetConnection -ComputerName <대상> -Port <포트> 로 접근 테스트
3. 인바운드/아웃바운드 방향 잘못 설정했는지 확인
4. 도메인/개인/공용 프로필 중 현재 활성 프로필에 규칙이 적용됐는지 확인
- 규칙은 만들었지만 프로필(Public/Private/Domain) 안 맞으면 적용 안 됨, 실무에서 자주 놓침","OS"
"rsyslog로 원격 로그서버에 전송 설정했는데 로그가 안 들어가","확인 순서:
1. logger ""test message"" 로 즉시 테스트 로그 발생시켜 전달 여부 확인
2. rsyslog 설정에 @@(TCP) vs @(UDP) 프로토콜 표기 확인
3. 수신서버 rsyslog.conf에 모듈(imtcp/imudp) 로드 및 포트 리슨 여부 확인
4. 방화벽에서 514(또는 지정 포트) 오픈 여부 확인
- 송신측만 설정하고 수신서버에 imtcp 모듈 활성화 안 하면 조용히 로그가 사라짐, 에러도 안 남","OS"
"auditd 로그가 갑자기 급증해서 디스크를 다 채웠어","확인 순서:
1. ausearch -m all -ts today 로 어떤 이벤트가 폭증했는지 확인
2. auditctl -l 로 활성화된 규칙 중 너무 광범위한 룰(예: 전체 파일 watch) 확인
3. /etc/audit/auditd.conf 의 max_log_file, num_logs, max_log_file_action 설정 확인
4. 급한 경우 문제 룰만 auditctl -d 로 제거
- max_log_file_action이 기본 rotate 아니라 halt로 잡혀있으면 로그 꽉 찼을 때 시스템이 멈추기도 함, 운영서버에서 위험","OS"
"vm.overcommit_memory 설정 바꾼 뒤로 프로세스 fork가 계속 실패해","확인 순서:
1. cat /proc/sys/vm/overcommit_memory 값 확인 (0:heuristic, 1:always, 2:strict)
2. 2(strict)로 설정돼있으면 overcommit_ratio 기준으로 커밋 가능량 계산, 스왑+메모리*ratio 넘으면 fork 실패
3. free -h로 실제 커밋된 메모리 대비 여유 확인
4. DB서버 등 대량 메모리 예약 프로그램 있으면 strict 모드에서 자주 걸림
- overcommit_memory=2로 튜닝 가이드 따라했다가 fork 실패 폭증하는 경우 흔함, ratio 값도 같이 조정해야 함","OS"
"SELinux 때문에 서비스가 원하는 포트로 바인딩이 안 돼","확인 순서:
1. semanage port -l | grep <포트번호> 로 해당 포트의 SELinux 타입 확인
2. 기본 타입(http_port_t 등)에 없는 포트면 바인딩 시점에 거부됨
3. semanage port -a -t http_port_t -p tcp <포트번호> 로 포트 컨텍스트 추가
4. 추가 후에도 안되면 ausearch -m avc로 다른 거부 로그 확인
- 방화벽만 열고 SELinux 포트 컨텍스트는 놓치는 경우가 흔함, 둘 다 확인해야 함","OS"
"hostname 바꿨는데 일부 서비스가 여전히 예전 이름으로 통신하려 해","확인 순서:
1. hostnamectl status 로 실제 변경 반영 확인
2. 서비스 프로세스는 재시작 전까지 이전 hostname을 캐싱하고 있을 수 있음, 재시작 필요
3. /etc/hosts에 예전 이름이 하드코딩돼있는지 확인
4. 클러스터/DB 등은 설정파일에 hostname이 명시돼있으면 별도 수정 필요 (자동반영 안 됨)
- DNS/hosts뿐 아니라 애플리케이션 설정파일 내 하드코딩된 hostname까지 다 훑어야 완전히 해결됨","OS"
